process_execution_id,order_id,start_time,end_time,part_id,process_type,process_id,resource_id,is_valid,duration
504,312,2024-01-29 16:13:02,2024-01-29 16:14:04,3,1,19,6,1,62.0
505,312,2024-01-29 16:14:04,2024-01-29 16:14:09,5,1,20,6,1,5.0
506,312,2024-01-29 16:14:09,2024-01-29 16:14:17,-1,-1,21,7,1,8.0
507,312,2024-01-29 16:14:17,2024-01-29 16:14:27,-1,2,22,8,1,10.0
508,312,2024-01-29 16:14:27,2024-01-29 16:14:46,0,0,23,0,1,19.0
509,318,2024-01-30 11:02:00,2024-01-30 11:02:15,0,0,0,0,1,15.0
510,318,2024-01-30 11:02:15,2024-01-30 11:02:55,1,0,1,1,1,40.0
511,318,2024-01-30 11:02:55,2024-01-30 11:03:51,1,0,2,1,1,56.0
512,318,2024-01-30 11:03:51,2024-01-30 11:04:05,1,0,3,1,1,14.0
513,318,2024-01-30 11:04:05,2024-01-30 11:04:48,1,0,4,1,1,43.0
514,318,2024-01-30 11:04:48,2024-01-30 11:05:45,1,0,5,1,1,57.0
515,318,2024-01-30 11:05:45,2024-01-30 11:06:23,1,0,6,1,1,38.0
516,318,2024-01-30 11:06:23,2024-01-30 11:06:25,3,1,7,2,1,2.0
517,318,2024-01-30 11:06:25,2024-01-30 11:06:57,4,0,8,3,1,32.0
518,318,2024-01-30 11:06:57,2024-01-30 11:07:58,3,0,9,3,1,61.0
519,318,2024-01-30 11:07:58,2024-01-30 11:08:18,4,0,10,3,1,20.0
520,318,2024-01-30 11:08:18,2024-01-30 11:09:01,4,0,11,3,1,43.0
521,318,2024-01-30 11:09:01,2024-01-30 11:09:46,3,1,12,4,1,45.0
522,318,2024-01-30 11:09:46,2024-01-30 11:09:55,5,1,13,4,1,9.0
523,318,2024-01-30 11:09:55,2024-01-30 11:10:25,6,0,14,5,1,30.0
524,318,2024-01-30 11:10:25,2024-01-30 11:11:46,6,0,15,5,1,81.0
525,318,2024-01-30 11:11:46,2024-01-30 11:12:03,6,0,16,5,1,17.0
526,318,2024-01-30 11:12:03,2024-01-30 11:12:28,2,1,17,6,1,25.0
527,318,2024-01-30 11:12:28,2024-01-30 11:13:02,8,1,18,6,1,34.0
528,318,2024-01-30 11:13:02,2024-01-30 11:14:04,3,1,19,6,1,62.0
529,318,2024-01-30 11:14:04,2024-01-30 11:14:09,5,1,20,6,1,5.0
530,318,2024-01-30 11:14:09,2024-01-30 11:14:17,-1,-1,21,7,1,8.0
531,322,2024-02-03 10:04:00,2024-02-03 10:04:15,0,0,0,0,1,15.0
532,322,2024-02-03 10:04:15,2024-02-03 10:04:55,1,0,1,1,1,40.0
533,322,2024-02-03 10:04:55,2024-02-03 10:05:51,1,0,2,1,1,56.0
534,322,2024-02-03 10:05:51,2024-02-03 10:06:05,1,0,3,1,1,14.0
535,322,2024-02-03 10:06:05,2024-02-03 10:06:48,1,0,4,1,1,43.0
536,322,2024-02-03 10:06:48,2024-02-03 10:07:45,1,0,5,1,1,57.0
537,322,2024-02-03 10:07:45,2024-02-03 10:08:23,1,0,6,1,1,38.0
538,322,2024-02-03 10:08:23,2024-02-03 10:08:25,3,1,7,2,1,2.0
539,322,2024-02-03 10:08:25,2024-02-03 10:08:57,4,0,8,3,1,32.0
540,322,2024-02-03 10:08:57,2024-02-03 10:09:58,3,0,9,3,1,61.0
541,322,2024-02-03 10:09:58,2024-02-03 10:10:18,4,0,10,3,1,20.0
542,322,2024-02-03 10:10:18,2024-02-03 10:11:01,4,0,11,3,1,43.0
543,322,2024-02-03 10:11:01,2024-02-03 10:11:46,3,1,12,4,1,45.0
544,322,2024-02-03 10:11:46,2024-02-03 10:11:55,5,1,13,4,1,9.0
545,322,2024-02-03 10:11:55,2024-02-03 10:12:25,6,0,14,5,1,30.0
546,322,2024-02-03 10:12:25,2024-02-03 10:13:46,6,0,15,5,1,81.0
547,322,2024-02-03 10:13:46,2024-02-03 10:14:03,6,0,16,5,1,17.0
548,322,2024-02-03 10:14:03,2024-02-03 10:14:28,2,1,17,6,1,25.0
549,322,2024-02-03 10:14:28,2024-02-03 10:15:02,8,1,18,6,1,34.0
550,322,2024-02-03 10:15:02,2024-02-03 10:16:04,3,1,19,6,1,62.0
551,322,2024-02-03 10:16:04,2024-02-03 10:16:09,5,1,20,6,1,5.0
552,322,2024-02-03 10:16:09,2024-02-03 10:16:17,-1,-1,21,7,1,8.0
553,322,2024-02-03 10:16:17,2024-02-03 10:16:27,-1,2,22,8,1,10.0
554,322,2024-02-03 10:16:27,2024-02-03 10:16:46,0,0,23,0,1,19.0
555,321,2024-02-05 10:04:00,2024-02-05 10:04:15,0,0,0,0,1,15.0
556,321,2024-02-05 10:04:15,2024-02-05 10:04:55,1,0,1,1,1,40.0
557,321,2024-02-05 10:04:55,2024-02-05 10:05:51,1,0,2,1,1,56.0
558,321,2024-02-05 10:05:51,2024-02-05 10:06:05,1,0,3,1,1,14.0
559,321,2024-02-05 10:06:05,2024-02-05 10:06:48,1,0,4,1,1,43.0
560,321,2024-02-05 10:06:48,2024-02-05 10:07:45,1,0,5,1,1,57.0
561,321,2024-02-05 10:07:45,2024-02-05 10:08:23,1,0,6,1,1,38.0
562,321,2024-02-05 10:08:23,2024-02-05 10:08:25,3,1,7,2,1,2.0
563,321,2024-02-05 10:08:25,2024-02-05 10:08:57,4,0,8,3,1,32.0
564,321,2024-02-05 10:08:57,2024-02-05 10:09:58,3,0,9,3,1,61.0
565,321,2024-02-05 10:09:58,2024-02-05 10:10:18,4,0,10,3,1,20.0
566,321,2024-02-05 10:10:18,2024-02-05 10:11:01,4,0,11,3,1,43.0
567,321,2024-02-05 10:11:01,2024-02-05 10:11:46,3,1,12,4,1,45.0
568,321,2024-02-05 10:11:46,2024-02-05 10:11:55,5,1,13,4,1,9.0
569,321,2024-02-05 10:11:55,2024-02-05 10:12:25,6,0,14,5,1,30.0
570,321,2024-02-05 10:12:25,2024-02-05 10:13:46,6,0,15,5,1,81.0
571,321,2024-02-05 10:13:46,2024-02-05 10:14:03,6,0,16,5,1,17.0
572,321,2024-02-05 10:14:03,2024-02-05 10:14:28,2,1,17,6,1,25.0
573,321,2024-02-05 10:14:28,2024-02-05 10:15:02,8,1,18,6,1,34.0
574,321,2024-02-05 10:15:02,2024-02-05 10:16:04,3,1,19,6,1,62.0
575,321,2024-02-05 10:16:04,2024-02-05 10:16:09,5,1,20,6,1,5.0
576,321,2024-02-05 10:16:09,2024-02-05 10:16:17,-1,-1,21,7,1,8.0
577,321,2024-02-05 10:16:17,2024-02-05 10:16:27,-1,2,22,8,1,10.0
578,321,2024-02-05 10:16:27,2024-02-05 10:16:46,0,0,23,0,1,19.0
579,328,2024-02-08 11:25:00,2024-02-08 11:25:15,0,0,0,0,1,15.0
580,328,2024-02-08 11:25:15,2024-02-08 11:25:55,1,0,1,1,1,40.0
581,328,2024-02-08 11:25:55,2024-02-08 11:26:14,0,0,23,0,1,19.0
582,328,2024-02-08 11:26:14,2024-02-08 11:26:54,1,0,1,1,1,40.0
583,328,2024-02-08 11:26:54,2024-02-08 11:27:50,1,0,2,1,1,56.0
584,328,2024-02-08 11:27:50,2024-02-08 11:28:04,1,0,3,1,1,14.0
585,328,2024-02-08 11:28:04,2024-02-08 11:28:47,1,0,4,1,1,43.0
586,328,2024-02-08 11:28:47,2024-02-08 11:29:44,1,0,5,1,1,57.0
587,328,2024-02-08 11:29:44,2024-02-08 11:30:22,1,0,6,1,1,38.0
588,328,2024-02-08 11:30:22,2024-02-08 11:31:00,1,0,6,1,1,38.0
589,328,2024-02-08 11:31:00,2024-02-08 11:31:02,3,1,7,2,1,2.0
590,328,2024-02-08 11:31:02,2024-02-08 11:31:34,4,0,8,3,1,32.0
591,328,2024-02-08 11:31:34,2024-02-08 11:32:06,4,0,8,3,1,32.0
592,328,2024-02-08 11:32:06,2024-02-08 11:33:07,3,0,9,3,1,61.0
593,328,2024-02-08 11:33:07,2024-02-08 11:33:27,4,0,10,3,1,20.0
594,328,2024-02-08 11:33:27,2024-02-08 11:34:10,4,0,11,3,1,43.0
595,328,2024-02-08 11:34:10,2024-02-08 11:34:53,4,0,11,3,1,43.0
596,328,2024-02-08 11:34:53,2024-02-08 11:35:38,3,1,12,4,1,45.0
597,328,2024-02-08 11:35:38,2024-02-08 11:35:47,5,1,13,4,1,9.0
598,328,2024-02-08 11:35:47,2024-02-08 11:36:17,6,0,14,5,1,30.0
599,328,2024-02-08 11:36:17,2024-02-08 11:37:38,6,0,15,5,1,81.0
600,328,2024-02-08 11:37:38,2024-02-08 11:37:55,6,0,16,5,1,17.0
601,328,2024-02-08 11:37:55,2024-02-08 11:38:12,6,0,16,5,1,17.0
602,328,2024-02-08 11:38:12,2024-02-08 11:38:37,2,1,17,6,1,25.0
603,328,2024-02-08 11:38:37,2024-02-08 11:39:11,8,1,18,6,1,34.0
604,328,2024-02-08 11:39:11,2024-02-08 11:40:13,3,1,19,6,1,62.0
605,328,2024-02-08 11:40:13,2024-02-08 11:40:18,5,1,20,6,1,5.0
606,328,2024-02-08 11:40:18,2024-02-08 11:40:26,-1,-1,21,7,1,8.0
607,326,2024-02-09 10:19:00,2024-02-09 10:19:15,0,0,0,0,1,15.0
608,326,2024-02-09 10:19:15,2024-02-09 10:19:55,1,0,1,1,1,40.0
609,326,2024-02-09 10:19:55,2024-02-09 10:20:51,1,0,2,1,1,56.0
610,326,2024-02-09 10:20:51,2024-02-09 10:21:05,1,0,3,1,1,14.0
611,326,2024-02-09 10:21:05,2024-02-09 10:21:48,1,0,4,1,1,43.0
612,326,2024-02-09 10:21:48,2024-02-09 10:22:45,1,0,5,1,1,57.0
613,326,2024-02-09 10:22:45,2024-02-09 10:23:23,1,0,6,1,1,38.0
614,326,2024-02-09 10:23:23,2024-02-09 10:23:25,3,1,7,2,1,2.0
615,326,2024-02-09 10:23:25,2024-02-09 10:23:57,4,0,8,3,1,32.0
616,326,2024-02-09 10:23:57,2024-02-09 10:24:58,3,0,9,3,1,61.0
617,326,2024-02-09 10:24:58,2024-02-09 10:25:18,4,0,10,3,1,20.0
618,326,2024-02-09 10:25:18,2024-02-09 10:26:01,4,0,11,3,1,43.0
619,326,2024-02-09 10:26:01,2024-02-09 10:26:46,3,1,12,4,1,45.0
620,326,2024-02-09 10:26:46,2024-02-09 10:26:55,5,1,13,4,1,9.0
621,326,2024-02-09 10:26:55,2024-02-09 10:27:25,6,0,14,5,1,30.0
622,326,2024-02-09 10:27:25,2024-02-09 10:28:46,6,0,15,5,1,81.0
623,326,2024-02-09 10:28:46,2024-02-09 10:29:03,6,0,16,5,1,17.0
624,326,2024-02-09 10:29:03,2024-02-09 10:29:28,2,1,17,6,1,25.0
625,326,2024-02-09 10:29:28,2024-02-09 10:30:02,8,1,18,6,1,34.0
626,326,2024-02-09 10:30:02,2024-02-09 10:31:04,3,1,19,6,1,62.0
627,326,2024-02-09 10:31:04,2024-02-09 10:31:09,5,1,20,6,1,5.0
628,326,2024-02-09 10:31:09,2024-02-09 10:31:17,-1,-1,21,7,1,8.0
629,326,2024-02-09 10:31:17,2024-02-09 10:31:27,-1,2,22,8,1,10.0
630,326,2024-02-09 10:31:27,2024-02-09 10:31:46,0,0,23,0,1,19.0
631,330,2024-02-10 11:26:00,2024-02-10 11:26:15,0,0,0,0,1,15.0
632,330,2024-02-10 11:26:15,2024-02-10 11:26:55,1,0,1,1,1,40.0
633,330,2024-02-10 11:26:55,2024-02-10 11:27:35,1,0,1,1,1,40.0
634,330,2024-02-10 11:27:35,2024-02-10 11:28:31,1,0,2,1,1,56.0
635,330,2024-02-10 11:28:31,2024-02-10 11:28:45,1,0,3,1,1,14.0
636,330,2024-02-10 11:28:45,2024-02-10 11:29:04,0,0,23,0,1,19.0
637,330,2024-02-10 11:29:04,2024-02-10 11:29:47,1,0,4,1,1,43.0
638,330,2024-02-10 11:29:47,2024-02-10 11:30:44,1,0,5,1,1,57.0
639,330,2024-02-10 11:30:44,2024-02-10 11:31:22,1,0,6,1,1,38.0
640,330,2024-02-10 11:31:22,2024-02-10 11:32:00,1,0,6,1,1,38.0
641,330,2024-02-10 11:32:00,2024-02-10 11:32:02,3,1,7,2,1,2.0
642,330,2024-02-10 11:32:02,2024-02-10 11:32:34,4,0,8,3,1,32.0
643,330,2024-02-10 11:32:34,2024-02-10 11:33:06,4,0,8,3,1,32.0
644,330,2024-02-10 11:33:06,2024-02-10 11:34:07,3,0,9,3,1,61.0
645,330,2024-02-10 11:34:07,2024-02-10 11:34:27,4,0,10,3,1,20.0
646,330,2024-02-10 11:34:27,2024-02-10 11:35:10,4,0,11,3,1,43.0
647,330,2024-02-10 11:35:10,2024-02-10 11:35:53,4,0,11,3,1,43.0
648,330,2024-02-10 11:35:53,2024-02-10 11:36:38,3,1,12,4,1,45.0
649,330,2024-02-10 11:36:38,2024-02-10 11:36:47,5,1,13,4,1,9.0
650,330,2024-02-10 11:36:47,2024-02-10 11:37:17,6,0,14,5,1,30.0
651,330,2024-02-10 11:37:17,2024-02-10 11:38:38,6,0,15,5,1,81.0
652,330,2024-02-10 11:38:38,2024-02-10 11:38:55,6,0,16,5,1,17.0
653,330,2024-02-10 11:38:55,2024-02-10 11:39:12,6,0,16,5,1,17.0
654,330,2024-02-10 11:39:12,2024-02-10 11:39:37,2,1,17,6,1,25.0
655,330,2024-02-10 11:39:37,2024-02-10 11:40:11,8,1,18,6,1,34.0
656,330,2024-02-10 11:40:11,2024-02-10 11:41:13,3,1,19,6,1,62.0
657,330,2024-02-10 11:41:13,2024-02-10 11:41:18,5,1,20,6,1,5.0
658,330,2024-02-10 11:41:18,2024-02-10 11:41:26,-1,-1,21,7,1,8.0
659,327,2024-02-11 10:20:00,2024-02-11 10:20:15,0,0,0,0,1,15.0
660,327,2024-02-11 10:20:15,2024-02-11 10:20:55,1,0,1,1,1,40.0
661,327,2024-02-11 10:20:55,2024-02-11 10:21:51,1,0,2,1,1,56.0
662,327,2024-02-11 10:21:51,2024-02-11 10:22:05,1,0,3,1,1,14.0
663,327,2024-02-11 10:22:05,2024-02-11 10:22:48,1,0,4,1,1,43.0
664,327,2024-02-11 10:22:48,2024-02-11 10:23:45,1,0,5,1,1,57.0
665,327,2024-02-11 10:23:45,2024-02-11 10:24:23,1,0,6,1,1,38.0
666,327,2024-02-11 10:24:23,2024-02-11 10:24:25,3,1,7,2,1,2.0
667,327,2024-02-11 10:24:25,2024-02-11 10:24:57,4,0,8,3,1,32.0
668,327,2024-02-11 10:24:57,2024-02-11 10:25:58,3,0,9,3,1,61.0
669,327,2024-02-11 10:25:58,2024-02-11 10:26:18,4,0,10,3,1,20.0
670,327,2024-02-11 10:26:18,2024-02-11 10:27:01,4,0,11,3,1,43.0
671,327,2024-02-11 10:27:01,2024-02-11 10:27:46,3,1,12,4,1,45.0
672,327,2024-02-11 10:27:46,2024-02-11 10:27:55,5,1,13,4,1,9.0
673,327,2024-02-11 10:27:55,2024-02-11 10:28:25,6,0,14,5,1,30.0
674,327,2024-02-11 10:28:25,2024-02-11 10:29:46,6,0,15,5,1,81.0
675,327,2024-02-11 10:29:46,2024-02-11 10:30:03,6,0,16,5,1,17.0
676,327,2024-02-11 10:30:03,2024-02-11 10:30:28,2,1,17,6,1,25.0
677,327,2024-02-11 10:30:28,2024-02-11 10:31:02,8,1,18,6,1,34.0
678,327,2024-02-11 10:31:02,2024-02-11 10:32:04,3,1,19,6,1,62.0
679,327,2024-02-11 10:32:04,2024-02-11 10:32:09,5,1,20,6,1,5.0
680,327,2024-02-11 10:32:09,2024-02-11 10:32:17,-1,-1,21,7,1,8.0
681,327,2024-02-11 10:32:17,2024-02-11 10:32:27,-1,2,22,8,1,10.0
682,327,2024-02-11 10:32:27,2024-02-11 10:32:46,0,0,23,0,1,19.0
683,323,2024-02-11 15:37:00,2024-02-11 15:37:15,0,0,0,0,1,15.0
684,323,2024-02-11 15:37:15,2024-02-11 15:37:55,1,0,1,1,1,40.0
685,323,2024-02-11 15:37:55,2024-02-11 15:38:51,1,0,2,1,1,56.0
686,323,2024-02-11 15:38:51,2024-02-11 15:39:05,1,0,3,1,1,14.0
687,323,2024-02-11 15:39:05,2024-02-11 15:39:48,1,0,4,1,1,43.0
688,323,2024-02-11 15:39:48,2024-02-11 15:40:45,1,0,5,1,1,57.0
689,323,2024-02-11 15:40:45,2024-02-11 15:41:23,1,0,6,1,1,38.0
690,323,2024-02-11 15:41:23,2024-02-11 15:41:25,3,1,7,2,1,2.0
691,323,2024-02-11 15:41:25,2024-02-11 15:41:57,4,0,8,3,1,32.0
692,323,2024-02-11 15:41:57,2024-02-11 15:42:58,3,0,9,3,1,61.0
693,323,2024-02-11 15:42:58,2024-02-11 15:43:18,4,0,10,3,1,20.0
694,323,2024-02-11 15:43:18,2024-02-11 15:44:01,4,0,11,3,1,43.0
695,323,2024-02-11 15:44:01,2024-02-11 15:44:46,3,1,12,4,1,45.0
696,323,2024-02-11 15:44:46,2024-02-11 15:44:55,5,1,13,4,1,9.0
697,323,2024-02-11 15:44:55,2024-02-11 15:45:25,6,0,14,5,1,30.0
698,323,2024-02-11 15:45:25,2024-02-11 15:46:46,6,0,15,5,1,81.0
699,323,2024-02-11 15:46:46,2024-02-11 15:47:03,6,0,16,5,1,17.0
700,323,2024-02-11 15:47:03,2024-02-11 15:47:28,2,1,17,6,1,25.0
701,323,2024-02-11 15:47:28,2024-02-11 15:48:02,8,1,18,6,1,34.0
702,323,2024-02-11 15:48:02,2024-02-11 15:49:04,3,1,19,6,1,62.0
703,323,2024-02-11 15:49:04,2024-02-11 15:49:09,5,1,20,6,1,5.0
704,323,2024-02-11 15:49:09,2024-02-11 15:49:17,-1,-1,21,7,1,8.0
705,323,2024-02-11 15:49:17,2024-02-11 15:49:27,-1,2,22,8,1,10.0
706,323,2024-02-11 15:49:27,2024-02-11 15:49:46,0,0,23,0,1,19.0
707,329,2024-02-12 11:26:00,2024-02-12 11:26:15,0,0,0,0,1,15.0
708,329,2024-02-12 11:26:15,2024-02-12 11:26:55,1,0,1,1,1,40.0
709,329,2024-02-12 11:26:55,2024-02-12 11:27:14,0,0,23,0,1,19.0
710,329,2024-02-12 11:27:14,2024-02-12 11:27:54,1,0,1,1,1,40.0
711,329,2024-02-12 11:27:54,2024-02-12 11:28:50,1,0,2,1,1,56.0
712,329,2024-02-12 11:28:50,2024-02-12 11:29:04,1,0,3,1,1,14.0
713,329,2024-02-12 11:29:04,2024-02-12 11:29:47,1,0,4,1,1,43.0
714,329,2024-02-12 11:29:47,2024-02-12 11:30:44,1,0,5,1,1,57.0
715,329,2024-02-12 11:30:44,2024-02-12 11:31:22,1,0,6,1,1,38.0
716,329,2024-02-12 11:31:22,2024-02-12 11:32:00,1,0,6,1,1,38.0
717,329,2024-02-12 11:32:00,2024-02-12 11:32:02,3,1,7,2,1,2.0
718,329,2024-02-12 11:32:02,2024-02-12 11:32:34,4,0,8,3,1,32.0
719,329,2024-02-12 11:32:34,2024-02-12 11:33:06,4,0,8,3,1,32.0
720,329,2024-02-12 11:33:06,2024-02-12 11:34:07,3,0,9,3,1,61.0
721,329,2024-02-12 11:34:07,2024-02-12 11:34:27,4,0,10,3,1,20.0
722,329,2024-02-12 11:34:27,2024-02-12 11:35:10,4,0,11,3,1,43.0
723,329,2024-02-12 11:35:10,2024-02-12 11:35:53,4,0,11,3,1,43.0
724,329,2024-02-12 11:35:53,2024-02-12 11:36:38,3,1,12,4,1,45.0
725,329,2024-02-12 11:36:38,2024-02-12 11:36:47,5,1,13,4,1,9.0
726,329,2024-02-12 11:36:47,2024-02-12 11:37:17,6,0,14,5,1,30.0
727,329,2024-02-12 11:37:17,2024-02-12 11:38:38,6,0,15,5,1,81.0
728,329,2024-02-12 11:38:38,2024-02-12 11:38:55,6,0,16,5,1,17.0
729,329,2024-02-12 11:38:55,2024-02-12 11:39:12,6,0,16,5,1,17.0
730,329,2024-02-12 11:39:12,2024-02-12 11:39:37,2,1,17,6,1,25.0
731,329,2024-02-12 11:39:37,2024-02-12 11:40:11,8,1,18,6,1,34.0
732,329,2024-02-12 11:40:11,2024-02-12 11:41:13,3,1,19,6,1,62.0
733,329,2024-02-12 11:41:13,2024-02-12 11:41:18,5,1,20,6,1,5.0
734,329,2024-02-12 11:41:18,2024-02-12 11:41:26,-1,-1,21,7,1,8.0
735,325,2024-02-17 09:35:00,2024-02-17 09:35:15,0,0,0,0,1,15.0
736,325,2024-02-17 09:35:15,2024-02-17 09:35:55,1,0,1,1,1,40.0
737,325,2024-02-17 09:35:55,2024-02-17 09:36:51,1,0,2,1,1,56.0
738,325,2024-02-17 09:36:51,2024-02-17 09:37:05,1,0,3,1,1,14.0
739,325,2024-02-17 09:37:05,2024-02-17 09:37:48,1,0,4,1,1,43.0
740,325,2024-02-17 09:37:48,2024-02-17 09:38:45,1,0,5,1,1,57.0
741,325,2024-02-17 09:38:45,2024-02-17 09:39:23,1,0,6,1,1,38.0
742,325,2024-02-17 09:39:23,2024-02-17 09:39:25,3,1,7,2,1,2.0
743,325,2024-02-17 09:39:25,2024-02-17 09:39:57,4,0,8,3,1,32.0
744,325,2024-02-17 09:39:57,2024-02-17 09:40:58,3,0,9,3,1,61.0
745,325,2024-02-17 09:40:58,2024-02-17 09:41:18,4,0,10,3,1,20.0
746,325,2024-02-17 09:41:18,2024-02-17 09:42:01,4,0,11,3,1,43.0
747,325,2024-02-17 09:42:01,2024-02-17 09:42:46,3,1,12,4,1,45.0
748,325,2024-02-17 09:42:46,2024-02-17 09:42:55,5,1,13,4,1,9.0
749,325,2024-02-17 09:42:55,2024-02-17 09:43:25,6,0,14,5,1,30.0
750,325,2024-02-17 09:43:25,2024-02-17 09:44:46,6,0,15,5,1,81.0
751,325,2024-02-17 09:44:46,2024-02-17 09:45:03,6,0,16,5,1,17.0
752,325,2024-02-17 09:45:03,2024-02-17 09:45:28,2,1,17,6,1,25.0
753,325,2024-02-17 09:45:28,2024-02-17 09:46:02,8,1,18,6,1,34.0
754,325,2024-02-17 09:46:02,2024-02-17 09:47:04,3,1,19,6,1,62.0
755,325,2024-02-17 09:47:04,2024-02-17 09:47:09,5,1,20,6,1,5.0
