process_execution_id,order_id,start_time,end_time,part_id,process_type,process_id,resource_id,is_valid,duration
756,325,2024-02-17 09:47:09,2024-02-17 09:47:17,-1,-1,21,7,1,8.0
757,325,2024-02-17 09:47:17,2024-02-17 09:47:27,-1,2,22,8,1,10.0
758,325,2024-02-17 09:47:27,2024-02-17 09:47:46,0,0,23,0,1,19.0
759,324,2024-02-19 15:37:00,2024-02-19 15:37:15,0,0,0,0,1,15.0
760,324,2024-02-19 15:37:15,2024-02-19 15:37:55,1,0,1,1,1,40.0
761,324,2024-02-19 15:37:55,2024-02-19 15:38:51,1,0,2,1,1,56.0
762,324,2024-02-19 15:38:51,2024-02-19 15:39:05,1,0,3,1,1,14.0
763,324,2024-02-19 15:39:05,2024-02-19 15:39:48,1,0,4,1,1,43.0
764,324,2024-02-19 15:39:48,2024-02-19 15:40:45,1,0,5,1,1,57.0
765,324,2024-02-19 15:40:45,2024-02-19 15:41:23,1,0,6,1,1,38.0
766,324,2024-02-19 15:41:23,2024-02-19 15:41:25,3,1,7,2,1,2.0
767,324,2024-02-19 15:41:25,2024-02-19 15:41:57,4,0,8,3,1,32.0
768,324,2024-02-19 15:41:57,2024-02-19 15:42:58,3,0,9,3,1,61.0
769,324,2024-02-19 15:42:58,2024-02-19 15:43:18,4,0,10,3,1,20.0
770,324,2024-02-19 15:43:18,2024-02-19 15:44:01,4,0,11,3,1,43.0
771,324,2024-02-19 15:44:01,2024-02-19 15:44:46,3,1,12,4,1,45.0
772,324,2024-02-19 15:44:46,2024-02-19 15:44:55,5,1,13,4,1,9.0
773,324,2024-02-19 15:44:55,2024-02-19 15:45:25,6,0,14,5,1,30.0
774,324,2024-02-19 15:45:25,2024-02-19 15:46:46,6,0,15,5,1,81.0
775,324,2024-02-19 15:46:46,2024-02-19 15:47:03,6,0,16,5,1,17.0
776,324,2024-02-19 15:47:03,2024-02-19 15:47:28,2,1,17,6,1,25.0
777,324,2024-02-19 15:47:28,2024-02-19 15:48:02,8,1,18,6,1,34.0
778,324,2024-02-19 15:48:02,2024-02-19 15:49:04,3,1,19,6,1,62.0
779,324,2024-02-19 15:49:04,2024-02-19 15:49:09,5,1,20,6,1,5.0
780,324,2024-02-19 15:49:09,2024-02-19 15:49:17,-1,-1,21,7,1,8.0
781,324,2024-02-19 15:49:17,2024-02-19 15:49:27,-1,2,22,8,1,10.0
782,324,2024-02-19 15:49:27,2024-02-19 15:49:46,0,0,23,0,1,19.0
783,332,2024-02-22 10:59:00,2024-02-22 10:59:15,0,0,0,0,1,15.0
784,332,2024-02-22 10:59:15,2024-02-22 10:59:55,1,0,1,1,1,40.0
785,332,2024-02-22 10:59:55,2024-02-22 11:00:51,1,0,2,1,1,56.0
786,332,2024-02-22 11:00:51,2024-02-22 11:01:05,1,0,3,1,1,14.0
787,332,2024-02-22 11:01:05,2024-02-22 11:01:48,1,0,4,1,1,43.0
788,332,2024-02-22 11:01:48,2024-02-22 11:02:45,1,0,5,1,1,57.0
789,332,2024-02-22 11:02:45,2024-02-22 11:03:23,1,0,6,1,1,38.0
790,332,2024-02-22 11:03:23,2024-02-22 11:03:25,3,1,7,2,1,2.0
791,332,2024-02-22 11:03:25,2024-02-22 11:03:57,4,0,8,3,1,32.0
792,332,2024-02-22 11:03:57,2024-02-22 11:04:58,3,0,9,3,1,61.0
793,332,2024-02-22 11:04:58,2024-02-22 11:05:18,4,0,10,3,1,20.0
794,332,2024-02-22 11:05:18,2024-02-22 11:06:01,4,0,11,3,1,43.0
795,332,2024-02-22 11:06:01,2024-02-22 11:06:46,3,1,12,4,1,45.0
796,332,2024-02-22 11:06:46,2024-02-22 11:06:55,5,1,13,4,1,9.0
797,332,2024-02-22 11:06:55,2024-02-22 11:07:25,6,0,14,5,1,30.0
798,332,2024-02-22 11:07:25,2024-02-22 11:08:46,6,0,15,5,1,81.0
799,332,2024-02-22 11:08:46,2024-02-22 11:09:03,6,0,16,5,1,17.0
800,332,2024-02-22 11:09:03,2024-02-22 11:09:28,2,1,17,6,1,25.0
801,332,2024-02-22 11:09:28,2024-02-22 11:10:02,8,1,18,6,1,34.0
802,332,2024-02-22 11:10:02,2024-02-22 11:11:04,3,1,19,6,1,62.0
803,332,2024-02-22 11:11:04,2024-02-22 11:11:09,5,1,20,6,1,5.0
804,332,2024-02-22 11:11:09,2024-02-22 11:11:17,-1,-1,21,7,1,8.0
805,332,2024-02-22 11:11:17,2024-02-22 11:11:27,-1,2,22,8,1,10.0
806,332,2024-02-22 11:11:27,2024-02-22 11:11:46,0,0,23,0,1,19.0
807,331,2024-02-23 11:26:00,2024-02-23 11:26:15,0,0,0,0,1,15.0
808,331,2024-02-23 11:26:15,2024-02-23 11:26:55,1,0,1,1,1,40.0
809,331,2024-02-23 11:26:55,2024-02-23 11:27:35,1,0,1,1,1,40.0
810,331,2024-02-23 11:27:35,2024-02-23 11:28:31,1,0,2,1,1,56.0
811,331,2024-02-23 11:28:31,2024-02-23 11:28:45,1,0,3,1,1,14.0
812,331,2024-02-23 11:28:45,2024-02-23 11:29:28,1,0,4,1,1,43.0
813,331,2024-02-23 11:29:28,2024-02-23 11:30:25,1,0,5,1,1,57.0
814,331,2024-02-23 11:30:25,2024-02-23 11:31:03,1,0,6,1,1,38.0
815,331,2024-02-23 11:31:03,2024-02-23 11:31:41,1,0,6,1,1,38.0
816,331,2024-02-23 11:31:41,2024-02-23 11:32:00,0,0,23,0,1,19.0
817,331,2024-02-23 11:32:00,2024-02-23 11:32:02,3,1,7,2,1,2.0
818,331,2024-02-23 11:32:02,2024-02-23 11:32:34,4,0,8,3,1,32.0
819,331,2024-02-23 11:32:34,2024-02-23 11:33:06,4,0,8,3,1,32.0
820,331,2024-02-23 11:33:06,2024-02-23 11:34:07,3,0,9,3,1,61.0
821,331,2024-02-23 11:34:07,2024-02-23 11:34:27,4,0,10,3,1,20.0
822,331,2024-02-23 11:34:27,2024-02-23 11:35:10,4,0,11,3,1,43.0
823,331,2024-02-23 11:35:10,2024-02-23 11:35:53,4,0,11,3,1,43.0
824,331,2024-02-23 11:35:53,2024-02-23 11:36:38,3,1,12,4,1,45.0
825,331,2024-02-23 11:36:38,2024-02-23 11:36:47,5,1,13,4,1,9.0
826,331,2024-02-23 11:36:47,2024-02-23 11:37:17,6,0,14,5,1,30.0
827,331,2024-02-23 11:37:17,2024-02-23 11:38:38,6,0,15,5,1,81.0
828,331,2024-02-23 11:38:38,2024-02-23 11:38:55,6,0,16,5,1,17.0
829,331,2024-02-23 11:38:55,2024-02-23 11:39:12,6,0,16,5,1,17.0
830,331,2024-02-23 11:39:12,2024-02-23 11:39:37,2,1,17,6,1,25.0
831,331,2024-02-23 11:39:37,2024-02-23 11:40:11,8,1,18,6,1,34.0
832,331,2024-02-23 11:40:11,2024-02-23 11:41:13,3,1,19,6,1,62.0
833,331,2024-02-23 11:41:13,2024-02-23 11:41:18,5,1,20,6,1,5.0
834,331,2024-02-23 11:41:18,2024-02-23 11:41:26,-1,-1,21,7,1,8.0
835,335,2024-02-25 11:23:00,2024-02-25 11:23:15,0,0,0,0,1,15.0
836,335,2024-02-25 11:23:15,2024-02-25 11:23:55,1,0,1,1,1,40.0
837,335,2024-02-25 11:23:55,2024-02-25 11:24:14,0,0,23,0,1,19.0
838,335,2024-02-25 11:24:14,2024-02-25 11:24:54,1,0,1,1,1,40.0
839,335,2024-02-25 11:24:54,2024-02-25 11:25:50,1,0,2,1,1,56.0
840,335,2024-02-25 11:25:50,2024-02-25 11:26:04,1,0,3,1,1,14.0
841,335,2024-02-25 11:26:04,2024-02-25 11:26:47,1,0,4,1,1,43.0
842,335,2024-02-25 11:26:47,2024-02-25 11:27:44,1,0,5,1,1,57.0
843,335,2024-02-25 11:27:44,2024-02-25 11:28:22,1,0,6,1,1,38.0
844,335,2024-02-25 11:28:22,2024-02-25 11:29:00,1,0,6,1,1,38.0
845,335,2024-02-25 11:29:00,2024-02-25 11:29:02,3,1,7,2,1,2.0
846,335,2024-02-25 11:29:02,2024-02-25 11:29:34,4,0,8,3,1,32.0
847,335,2024-02-25 11:29:34,2024-02-25 11:30:06,4,0,8,3,1,32.0
848,335,2024-02-25 11:30:06,2024-02-25 11:31:07,3,0,9,3,1,61.0
849,335,2024-02-25 11:31:07,2024-02-25 11:31:27,4,0,10,3,1,20.0
850,335,2024-02-25 11:31:27,2024-02-25 11:32:10,4,0,11,3,1,43.0
851,335,2024-02-25 11:32:10,2024-02-25 11:32:53,4,0,11,3,1,43.0
852,335,2024-02-25 11:32:53,2024-02-25 11:33:38,3,1,12,4,1,45.0
853,335,2024-02-25 11:33:38,2024-02-25 11:33:47,5,1,13,4,1,9.0
854,335,2024-02-25 11:33:47,2024-02-25 11:34:17,6,0,14,5,1,30.0
855,335,2024-02-25 11:34:17,2024-02-25 11:35:38,6,0,15,5,1,81.0
856,335,2024-02-25 11:35:38,2024-02-25 11:35:55,6,0,16,5,1,17.0
857,335,2024-02-25 11:35:55,2024-02-25 11:36:12,6,0,16,5,1,17.0
858,335,2024-02-25 11:36:12,2024-02-25 11:36:37,2,1,17,6,1,25.0
859,335,2024-02-25 11:36:37,2024-02-25 11:37:11,8,1,18,6,1,34.0
860,335,2024-02-25 11:37:11,2024-02-25 11:38:13,3,1,19,6,1,62.0
861,335,2024-02-25 11:38:13,2024-02-25 11:38:18,5,1,20,6,1,5.0
862,335,2024-02-25 11:38:18,2024-02-25 11:38:26,-1,-1,21,7,1,8.0
863,334,2024-02-28 11:23:00,2024-02-28 11:23:15,0,0,0,0,1,15.0
864,334,2024-02-28 11:23:15,2024-02-28 11:23:55,1,0,1,1,1,40.0
865,334,2024-02-28 11:23:55,2024-02-28 11:24:35,1,0,1,1,1,40.0
866,334,2024-02-28 11:24:35,2024-02-28 11:24:54,0,0,23,0,1,19.0
867,334,2024-02-28 11:24:54,2024-02-28 11:25:50,1,0,2,1,1,56.0
868,334,2024-02-28 11:25:50,2024-02-28 11:26:04,1,0,3,1,1,14.0
869,334,2024-02-28 11:26:04,2024-02-28 11:26:47,1,0,4,1,1,43.0
870,334,2024-02-28 11:26:47,2024-02-28 11:27:44,1,0,5,1,1,57.0
871,334,2024-02-28 11:27:44,2024-02-28 11:28:22,1,0,6,1,1,38.0
872,334,2024-02-28 11:28:22,2024-02-28 11:29:00,1,0,6,1,1,38.0
873,334,2024-02-28 11:29:00,2024-02-28 11:29:02,3,1,7,2,1,2.0
874,334,2024-02-28 11:29:02,2024-02-28 11:29:34,4,0,8,3,1,32.0
875,334,2024-02-28 11:29:34,2024-02-28 11:30:06,4,0,8,3,1,32.0
876,334,2024-02-28 11:30:06,2024-02-28 11:31:07,3,0,9,3,1,61.0
877,334,2024-02-28 11:31:07,2024-02-28 11:31:27,4,0,10,3,1,20.0
878,334,2024-02-28 11:31:27,2024-02-28 11:32:10,4,0,11,3,1,43.0
879,334,2024-02-28 11:32:10,2024-02-28 11:32:53,4,0,11,3,1,43.0
880,334,2024-02-28 11:32:53,2024-02-28 11:33:38,3,1,12,4,1,45.0
881,334,2024-02-28 11:33:38,2024-02-28 11:33:47,5,1,13,4,1,9.0
882,334,2024-02-28 11:33:47,2024-02-28 11:34:17,6,0,14,5,1,30.0
883,334,2024-02-28 11:34:17,2024-02-28 11:35:38,6,0,15,5,1,81.0
884,334,2024-02-28 11:35:38,2024-02-28 11:35:55,6,0,16,5,1,17.0
885,334,2024-02-28 11:35:55,2024-02-28 11:36:12,6,0,16,5,1,17.0
886,334,2024-02-28 11:36:12,2024-02-28 11:36:37,2,1,17,6,1,25.0
887,334,2024-02-28 11:36:37,2024-02-28 11:37:11,8,1,18,6,1,34.0
888,334,2024-02-28 11:37:11,2024-02-28 11:38:13,3,1,19,6,1,62.0
889,334,2024-02-28 11:38:13,2024-02-28 11:38:18,5,1,20,6,1,5.0
890,334,2024-02-28 11:38:18,2024-02-28 11:38:26,-1,-1,21,7,1,8.0
891,333,2024-03-02 10:59:00,2024-03-02 10:59:15,0,0,0,0,1,15.0
892,333,2024-03-02 10:59:15,2024-03-02 10:59:55,1,0,1,1,1,40.0
893,333,2024-03-02 10:59:55,2024-03-02 11:00:51,1,0,2,1,1,56.0
894,333,2024-03-02 11:00:51,2024-03-02 11:01:05,1,0,3,1,1,14.0
895,333,2024-03-02 11:01:05,2024-03-02 11:01:48,1,0,4,1,1,43.0
896,333,2024-03-02 11:01:48,2024-03-02 11:02:45,1,0,5,1,1,57.0
897,333,2024-03-02 11:02:45,2024-03-02 11:03:23,1,0,6,1,1,38.0
898,333,2024-03-02 11:03:23,2024-03-02 11:03:25,3,1,7,2,1,2.0
899,333,2024-03-02 11:03:25,2024-03-02 11:03:57,4,0,8,3,1,32.0
900,333,2024-03-02 11:03:57,2024-03-02 11:04:58,3,0,9,3,1,61.0
901,333,2024-03-02 11:04:58,2024-03-02 11:05:18,4,0,10,3,1,20.0
902,333,2024-03-02 11:05:18,2024-03-02 11:06:01,4,0,11,3,1,43.0
903,333,2024-03-02 11:06:01,2024-03-02 11:06:46,3,1,12,4,1,45.0
904,333,2024-03-02 11:06:46,2024-03-02 11:06:55,5,1,13,4,1,9.0
905,333,2024-03-02 11:06:55,2024-03-02 11:07:25,6,0,14,5,1,30.0
906,333,2024-03-02 11:07:25,2024-03-02 11:08:46,6,0,15,5,1,81.0
907,333,2024-03-02 11:08:46,2024-03-02 11:09:03,6,0,16,5,1,17.0
908,333,2024-03-02 11:09:03,2024-03-02 11:09:28,2,1,17,6,1,25.0
909,333,2024-03-02 11:09:28,2024-03-02 11:10:02,8,1,18,6,1,34.0
910,333,2024-03-02 11:10:02,2024-03-02 11:11:04,3,1,19,6,1,62.0
911,333,2024-03-02 11:11:04,2024-03-02 11:11:09,5,1,20,6,1,5.0
912,333,2024-03-02 11:11:09,2024-03-02 11:11:17,-1,-1,21,7,1,8.0
913,333,2024-03-02 11:11:17,2024-03-02 11:11:27,-1,2,22,8,1,10.0
914,333,2024-03-02 11:11:27,2024-03-02 11:11:46,0,0,23,0,1,19.0
915,338,2024-03-04 10:33:00,2024-03-04 10:33:15,0,0,0,0,1,15.0
916,338,2024-03-04 10:33:15,2024-03-04 10:33:55,1,0,1,1,1,40.0
917,338,2024-03-04 10:33:55,2024-03-04 10:34:51,1,0,2,1,1,56.0
918,338,2024-03-04 10:34:51,2024-03-04 10:35:05,1,0,3,1,1,14.0
919,338,2024-03-04 10:35:05,2024-03-04 10:35:48,1,0,4,1,1,43.0
920,338,2024-03-04 10:35:48,2024-03-04 10:36:45,1,0,5,1,1,57.0
921,338,2024-03-04 10:36:45,2024-03-04 10:37:23,1,0,6,1,1,38.0
922,338,2024-03-04 10:37:23,2024-03-04 10:37:25,3,1,7,2,1,2.0
923,338,2024-03-04 10:37:25,2024-03-04 10:37:57,4,0,8,3,1,32.0
924,338,2024-03-04 10:37:57,2024-03-04 10:38:58,3,0,9,3,1,61.0
925,338,2024-03-04 10:38:58,2024-03-04 10:39:18,4,0,10,3,1,20.0
926,338,2024-03-04 10:39:18,2024-03-04 10:40:01,4,0,11,3,1,43.0
927,338,2024-03-04 10:40:01,2024-03-04 10:40:46,3,1,12,4,1,45.0
928,338,2024-03-04 10:40:46,2024-03-04 10:40:55,5,1,13,4,1,9.0
929,338,2024-03-04 10:40:55,2024-03-04 10:41:25,6,0,14,5,1,30.0
930,338,2024-03-04 10:41:25,2024-03-04 10:42:46,6,0,15,5,1,81.0
931,338,2024-03-04 10:42:46,2024-03-04 10:43:03,6,0,16,5,1,17.0
932,338,2024-03-04 10:43:03,2024-03-04 10:43:28,2,1,17,6,1,25.0
933,338,2024-03-04 10:43:28,2024-03-04 10:44:02,8,1,18,6,1,34.0
934,338,2024-03-04 10:44:02,2024-03-04 10:45:04,3,1,19,6,1,62.0
935,338,2024-03-04 10:45:04,2024-03-04 10:45:09,5,1,20,6,1,5.0
936,338,2024-03-04 10:45:09,2024-03-04 10:45:17,-1,-1,21,7,1,8.0
937,338,2024-03-04 10:45:17,2024-03-04 10:45:27,-1,2,22,8,1,10.0
938,338,2024-03-04 10:45:27,2024-03-04 10:45:46,0,0,23,0,1,19.0
939,336,2024-03-05 11:58:00,2024-03-05 11:58:15,0,0,0,0,1,15.0
940,336,2024-03-05 11:58:15,2024-03-05 11:58:55,1,0,1,1,1,40.0
941,336,2024-03-05 11:58:55,2024-03-05 11:59:51,1,0,2,1,1,56.0
942,336,2024-03-05 11:59:51,2024-03-05 12:00:05,1,0,3,1,1,14.0
943,336,2024-03-05 12:00:05,2024-03-05 12:00:48,1,0,4,1,1,43.0
944,336,2024-03-05 12:00:48,2024-03-05 12:01:45,1,0,5,1,1,57.0
945,336,2024-03-05 12:01:45,2024-03-05 12:02:23,1,0,6,1,1,38.0
946,336,2024-03-05 12:02:23,2024-03-05 12:02:25,3,1,7,2,1,2.0
947,336,2024-03-05 12:02:25,2024-03-05 12:02:57,4,0,8,3,1,32.0
948,336,2024-03-05 12:02:57,2024-03-05 12:03:58,3,0,9,3,1,61.0
949,336,2024-03-05 12:03:58,2024-03-05 12:04:18,4,0,10,3,1,20.0
950,336,2024-03-05 12:04:18,2024-03-05 12:05:01,4,0,11,3,1,43.0
951,336,2024-03-05 12:05:01,2024-03-05 12:05:46,3,1,12,4,1,45.0
952,336,2024-03-05 12:05:46,2024-03-05 12:05:55,5,1,13,4,1,9.0
953,336,2024-03-05 12:05:55,2024-03-05 12:06:25,6,0,14,5,1,30.0
954,336,2024-03-05 12:06:25,2024-03-05 12:07:46,6,0,15,5,1,81.0
955,336,2024-03-05 12:07:46,2024-03-05 12:08:03,6,0,16,5,1,17.0
956,336,2024-03-05 12:08:03,2024-03-05 12:08:28,2,1,17,6,1,25.0
957,336,2024-03-05 12:08:28,2024-03-05 12:09:02,8,1,18,6,1,34.0
958,336,2024-03-05 12:09:02,2024-03-05 12:10:04,3,1,19,6,1,62.0
959,336,2024-03-05 12:10:04,2024-03-05 12:10:09,5,1,20,6,1,5.0
960,336,2024-03-05 12:10:09,2024-03-05 12:10:17,-1,-1,21,7,1,8.0
961,336,2024-03-05 12:10:17,2024-03-05 12:10:27,-1,2,22,8,1,10.0
962,336,2024-03-05 12:10:27,2024-03-05 12:10:46,0,0,23,0,1,19.0
963,344,2024-03-07 10:24:00,2024-03-07 10:24:15,0,0,0,0,1,15.0
964,344,2024-03-07 10:24:15,2024-03-07 10:24:55,1,0,1,1,1,40.0
965,344,2024-03-07 10:24:55,2024-03-07 10:25:35,1,0,1,1,1,40.0
966,344,2024-03-07 10:25:35,2024-03-07 10:26:31,1,0,2,1,1,56.0
967,344,2024-03-07 10:26:31,2024-03-07 10:26:45,1,0,3,1,1,14.0
968,344,2024-03-07 10:26:45,2024-03-07 10:27:28,1,0,4,1,1,43.0
969,344,2024-03-07 10:27:28,2024-03-07 10:28:25,1,0,5,1,1,57.0
970,344,2024-03-07 10:28:25,2024-03-07 10:28:44,0,0,23,0,1,19.0
971,344,2024-03-07 10:28:44,2024-03-07 10:29:22,1,0,6,1,1,38.0
972,344,2024-03-07 10:29:22,2024-03-07 10:30:00,1,0,6,1,1,38.0
973,344,2024-03-07 10:30:00,2024-03-07 10:30:02,3,1,7,2,1,2.0
974,344,2024-03-07 10:30:02,2024-03-07 10:30:34,4,0,8,3,1,32.0
975,344,2024-03-07 10:30:34,2024-03-07 10:31:06,4,0,8,3,1,32.0
976,344,2024-03-07 10:31:06,2024-03-07 10:32:07,3,0,9,3,1,61.0
977,344,2024-03-07 10:32:07,2024-03-07 10:32:27,4,0,10,3,1,20.0
978,344,2024-03-07 10:32:27,2024-03-07 10:33:10,4,0,11,3,1,43.0
979,344,2024-03-07 10:33:10,2024-03-07 10:33:53,4,0,11,3,1,43.0
980,344,2024-03-07 10:33:53,2024-03-07 10:34:38,3,1,12,4,1,45.0
981,344,2024-03-07 10:34:38,2024-03-07 10:34:47,5,1,13,4,1,9.0
982,344,2024-03-07 10:34:47,2024-03-07 10:35:17,6,0,14,5,1,30.0
983,344,2024-03-07 10:35:17,2024-03-07 10:36:38,6,0,15,5,1,81.0
984,344,2024-03-07 10:36:38,2024-03-07 10:36:55,6,0,16,5,1,17.0
985,344,2024-03-07 10:36:55,2024-03-07 10:37:12,6,0,16,5,1,17.0
986,344,2024-03-07 10:37:12,2024-03-07 10:37:37,2,1,17,6,1,25.0
987,344,2024-03-07 10:37:37,2024-03-07 10:38:11,8,1,18,6,1,34.0
988,344,2024-03-07 10:38:11,2024-03-07 10:39:13,3,1,19,6,1,62.0
989,344,2024-03-07 10:39:13,2024-03-07 10:39:18,5,1,20,6,1,5.0
990,344,2024-03-07 10:39:18,2024-03-07 10:39:26,-1,-1,21,7,1,8.0
991,337,2024-03-08 14:49:00,2024-03-08 14:49:15,0,0,0,0,1,15.0
992,337,2024-03-08 14:49:15,2024-03-08 14:49:55,1,0,1,1,1,40.0
993,337,2024-03-08 14:49:55,2024-03-08 14:50:51,1,0,2,1,1,56.0
994,337,2024-03-08 14:50:51,2024-03-08 14:51:05,1,0,3,1,1,14.0
995,337,2024-03-08 14:51:05,2024-03-08 14:51:48,1,0,4,1,1,43.0
996,337,2024-03-08 14:51:48,2024-03-08 14:52:45,1,0,5,1,1,57.0
997,337,2024-03-08 14:52:45,2024-03-08 14:53:23,1,0,6,1,1,38.0
998,337,2024-03-08 14:53:23,2024-03-08 14:53:25,3,1,7,2,1,2.0
999,337,2024-03-08 14:53:25,2024-03-08 14:53:57,4,0,8,3,1,32.0
1000,337,2024-03-08 14:53:57,2024-03-08 14:54:58,3,0,9,3,1,61.0
1001,337,2024-03-08 14:54:58,2024-03-08 14:55:18,4,0,10,3,1,20.0
1002,337,2024-03-08 14:55:18,2024-03-08 14:56:01,4,0,11,3,1,43.0
1003,337,2024-03-08 14:56:01,2024-03-08 14:56:46,3,1,12,4,1,45.0
1004,337,2024-03-08 14:56:46,2024-03-08 14:56:55,5,1,13,4,1,9.0
1005,337,2024-03-08 14:56:55,2024-03-08 14:57:25,6,0,14,5,1,30.0
1006,337,2024-03-08 14:57:25,2024-03-08 14:58:46,6,0,15,5,1,81.0
1007,337,2024-03-08 14:58:46,2024-03-08 14:59:03,6,0,16,5,1,17.0
