process_execution_id,order_id,start_time,end_time,part_id,process_type,process_id,resource_id,is_valid
303,314,2025-02-20 12:18:59,2025-02-20 12:19:14,0,0,0,0,1
304,314,2025-02-20 12:19:14,2025-02-20 12:19:54,1,0,1,1,1
305,305,2025-02-20 12:19:18,2025-02-20 12:19:35,6,0,16,5,1
306,305,2025-02-20 12:19:35,2025-02-20 12:19:52,6,0,16,5,1
307,305,2025-02-20 12:19:52,2025-02-20 12:20:17,7,1,17,6,1
308,314,2025-02-20 12:19:54,2025-02-20 12:20:50,2,0,2,1,1
309,305,2025-02-20 12:20:17,2025-02-20 12:20:51,8,1,18,6,1
310,314,2025-02-20 12:20:50,2025-02-20 12:21:04,2,0,3,1,1
311,305,2025-02-20 12:20:51,2025-02-20 12:21:53,3,1,19,6,1
312,314,2025-02-20 12:21:04,2025-02-20 12:21:47,2,0,4,1,1
313,314,2025-02-20 12:21:47,2025-02-20 12:22:44,2,0,5,1,1
314,305,2025-02-20 12:21:53,2025-02-20 12:21:58,4,1,20,6,1
315,305,2025-02-20 12:21:58,2025-02-20 12:22:06,-1,-1,21,7,1
316,315,2025-02-20 12:22:06,2025-02-20 12:22:21,0,0,0,0,1
317,315,2025-02-20 12:22:21,2025-02-20 12:22:30,4,1,13,4,1
318,315,2025-02-20 12:22:30,2025-02-20 12:23:02,1,0,8,3,1
319,314,2025-02-20 12:22:44,2025-02-20 12:23:22,2,0,6,1,1
320,314,2025-02-20 12:23:22,2025-02-20 12:23:24,3,1,7,2,1
321,315,2025-02-20 12:23:23,2025-02-20 12:24:01,2,0,6,1,1
322,314,2025-02-20 12:23:24,2025-02-20 12:23:56,1,0,8,3,1
323,314,2025-02-20 12:23:56,2025-02-20 12:24:57,3,0,9,3,1
324,315,2025-02-20 12:24:01,2025-02-20 12:24:20,0,0,23,0,1
325,315,2025-02-20 12:24:20,2025-02-20 12:24:50,1,0,14,5,1
326,315,2025-02-20 12:24:58,2025-02-20 12:25:18,4,0,10,3,1
327,314,2025-02-20 12:25:18,2025-02-20 12:25:38,4,0,10,3,1
328,315,2025-02-20 12:25:18,2025-02-20 12:25:23,4,1,20,6,1
329,315,2025-02-20 12:25:23,2025-02-20 12:26:03,1,0,1,1,1
330,314,2025-02-20 12:25:38,2025-02-20 12:26:21,5,0,11,3,1
331,314,2025-02-20 12:26:21,2025-02-20 12:27:06,3,1,12,4,1
332,315,2025-02-20 12:26:21,2025-02-20 12:26:53,1,0,8,3,1
333,315,2025-02-20 12:26:53,2025-02-20 12:27:31,2,0,6,1,1
334,314,2025-02-20 12:27:06,2025-02-20 12:27:15,4,1,13,4,1
335,314,2025-02-20 12:27:15,2025-02-20 12:27:45,1,0,14,5,1
336,315,2025-02-20 12:27:31,2025-02-20 12:28:11,1,0,1,1,1
337,314,2025-02-20 12:27:45,2025-02-20 12:29:06,1,0,15,5,1
338,315,2025-02-20 12:29:06,2025-02-20 12:30:27,1,0,15,5,1
339,314,2025-02-20 12:30:27,2025-02-20 12:30:44,6,0,16,5,1
340,315,2025-02-20 12:30:27,2025-02-20 12:31:10,5,0,11,3,1
341,314,2025-02-20 12:30:44,2025-02-20 12:31:09,7,1,17,6,1
342,314,2025-02-20 12:31:09,2025-02-20 12:31:43,8,1,18,6,1
343,315,2025-02-20 12:31:10,2025-02-20 12:32:06,2,0,2,1,1
344,314,2025-02-20 12:31:43,2025-02-20 12:32:45,3,1,19,6,1
345,315,2025-02-20 12:32:06,2025-02-20 12:32:49,5,0,11,3,1
346,314,2025-02-20 12:32:45,2025-02-20 12:32:50,4,1,20,6,1
347,315,2025-02-20 12:32:49,2025-02-20 12:32:57,-1,-1,21,7,1
348,315,2025-02-20 12:32:57,2025-02-20 12:33:14,6,0,16,5,1
349,314,2025-02-20 12:32:57,2025-02-20 12:33:05,-1,-1,21,7,1
350,314,2025-02-20 12:33:05,2025-02-20 12:33:15,-1,2,22,8,1
351,315,2025-02-20 12:33:14,2025-02-20 12:33:28,2,0,3,1,1
352,314,2025-02-20 12:33:15,2025-02-20 12:33:34,0,0,23,0,1
353,315,2025-02-20 12:33:28,2025-02-20 12:33:45,6,0,16,5,1
354,312,2025-02-20 12:33:34,2025-02-20 12:33:49,0,0,0,0,1
355,315,2025-02-20 12:33:45,2025-02-20 12:34:28,2,0,4,1,1
356,315,2025-02-20 12:34:28,2025-02-20 12:34:53,7,1,17,6,1
357,312,2025-02-20 12:34:28,2025-02-20 12:35:08,1,0,1,1,1
358,309,2025-02-20 12:34:53,2025-02-20 12:35:08,0,0,0,0,1
359,312,2025-02-20 12:35:08,2025-02-20 12:36:04,2,0,2,1,1
360,309,2025-02-20 12:36:04,2025-02-20 12:36:44,1,0,1,1,1
361,309,2025-02-20 12:36:44,2025-02-20 12:37:03,0,0,23,0,1
362,312,2025-02-20 12:36:45,2025-02-20 12:36:59,2,0,3,1,1
363,312,2025-02-20 12:36:59,2025-02-20 12:37:42,2,0,4,1,1
364,309,2025-02-20 12:37:42,2025-02-20 12:38:38,2,0,2,1,1
365,312,2025-02-20 12:38:38,2025-02-20 12:39:35,2,0,5,1,1
366,309,2025-02-20 12:39:35,2025-02-20 12:39:49,2,0,3,1,1
367,312,2025-02-20 12:39:49,2025-02-20 12:40:27,2,0,6,1,1
368,312,2025-02-20 12:40:27,2025-02-20 12:40:29,3,1,7,2,1
369,309,2025-02-20 12:40:28,2025-02-20 12:41:11,2,0,4,1,1
370,312,2025-02-20 12:40:29,2025-02-20 12:41:01,1,0,8,3,1
371,312,2025-02-20 12:41:01,2025-02-20 12:42:02,3,0,9,3,1
372,309,2025-02-20 12:41:11,2025-02-20 12:42:08,2,0,5,1,1
373,312,2025-02-20 12:42:02,2025-02-20 12:42:22,4,0,10,3,1
374,309,2025-02-20 12:42:08,2025-02-20 12:42:46,2,0,6,1,1
375,309,2025-02-20 12:42:46,2025-02-20 12:42:48,3,1,7,2,1
376,309,2025-02-20 12:42:48,2025-02-20 12:43:20,1,0,8,3,1
377,312,2025-02-20 12:43:20,2025-02-20 12:44:03,5,0,11,3,1
378,309,2025-02-20 12:44:03,2025-02-20 12:45:04,3,0,9,3,1
379,312,2025-02-20 12:44:03,2025-02-20 12:44:48,3,1,12,4,1
380,312,2025-02-20 12:44:48,2025-02-20 12:44:57,4,1,13,4,1
381,312,2025-02-20 12:44:57,2025-02-20 12:45:27,1,0,14,5,1
382,309,2025-02-20 12:45:04,2025-02-20 12:45:24,4,0,10,3,1
383,309,2025-02-20 12:45:24,2025-02-20 12:46:07,5,0,11,3,1
384,312,2025-02-20 12:45:27,2025-02-20 12:46:48,1,0,15,5,1
385,309,2025-02-20 12:46:07,2025-02-20 12:46:52,3,1,12,4,1
386,312,2025-02-20 12:46:48,2025-02-20 12:47:05,6,0,16,5,1
387,309,2025-02-20 12:46:52,2025-02-20 12:47:01,4,1,13,4,1
388,309,2025-02-20 12:47:05,2025-02-20 12:47:35,1,0,14,5,1
389,312,2025-02-20 12:47:05,2025-02-20 12:47:30,7,1,17,6,1
390,312,2025-02-20 12:47:30,2025-02-20 12:48:04,8,1,18,6,1
391,309,2025-02-20 12:47:35,2025-02-20 12:48:56,1,0,15,5,1
392,312,2025-02-20 12:48:04,2025-02-20 12:49:06,3,1,19,6,1
393,309,2025-02-20 12:48:56,2025-02-20 12:49:13,6,0,16,5,1
394,312,2025-02-20 12:49:06,2025-02-20 12:49:11,4,1,20,6,1
395,312,2025-02-20 12:49:11,2025-02-20 12:49:19,-1,-1,21,7,1
396,309,2025-02-20 12:49:13,2025-02-20 12:49:38,7,1,17,6,1
397,312,2025-02-20 12:49:19,2025-02-20 12:49:29,-1,2,22,8,1
398,312,2025-02-20 12:49:29,2025-02-20 12:49:48,0,0,23,0,1
399,309,2025-02-20 12:49:38,2025-02-20 12:50:12,8,1,18,6,1
400,300,2025-02-20 12:49:48,2025-02-20 12:50:03,0,0,0,0,1
401,300,2025-02-20 12:50:03,2025-02-20 12:50:43,1,0,1,1,1
402,309,2025-02-20 12:50:12,2025-02-20 12:51:14,3,1,19,6,1
403,302,2025-02-20 12:51:14,2025-02-20 12:51:29,0,0,0,0,1
404,302,2025-02-20 12:51:29,2025-02-20 12:52:09,1,0,1,1,1
405,302,2025-02-20 12:52:09,2025-02-20 12:53:05,2,0,2,1,1
406,302,2025-02-20 12:53:05,2025-02-20 12:53:19,2,0,3,1,1
407,300,2025-02-20 12:53:19,2025-02-20 12:54:15,2,0,2,1,1
408,302,2025-02-20 12:54:15,2025-02-20 12:54:58,2,0,4,1,1
409,300,2025-02-20 12:54:58,2025-02-20 12:55:12,2,0,3,1,1
410,302,2025-02-20 12:55:12,2025-02-20 12:56:09,2,0,5,1,1
411,300,2025-02-20 12:56:09,2025-02-20 12:56:52,2,0,4,1,1
412,302,2025-02-20 12:56:52,2025-02-20 12:57:30,2,0,6,1,1
413,302,2025-02-20 12:57:30,2025-02-20 12:57:32,3,1,7,2,1
414,300,2025-02-20 12:57:31,2025-02-20 12:58:28,2,0,5,1,1
415,302,2025-02-20 12:57:32,2025-02-20 12:58:04,1,0,8,3,1
416,302,2025-02-20 12:58:04,2025-02-20 12:59:05,3,0,9,3,1
417,300,2025-02-20 12:58:28,2025-02-20 12:59:06,2,0,6,1,1
418,300,2025-02-20 12:59:06,2025-02-20 12:59:08,3,1,7,2,1
419,300,2025-02-20 12:59:08,2025-02-20 12:59:40,1,0,8,3,1
420,302,2025-02-20 12:59:40,2025-02-20 13:00:00,4,0,10,3,1
421,300,2025-02-20 13:00:00,2025-02-20 13:01:01,3,0,9,3,1
422,302,2025-02-20 13:01:02,2025-02-20 13:01:45,5,0,11,3,1
423,300,2025-02-20 13:01:45,2025-02-20 13:02:05,4,0,10,3,1
424,302,2025-02-20 13:01:45,2025-02-20 13:02:30,3,1,12,4,1
425,300,2025-02-20 13:02:05,2025-02-20 13:02:48,5,0,11,3,1
426,302,2025-02-20 13:02:30,2025-02-20 13:02:39,4,1,13,4,1
427,302,2025-02-20 13:02:39,2025-02-20 13:03:09,1,0,14,5,1
428,300,2025-02-20 13:02:48,2025-02-20 13:03:33,3,1,12,4,1
429,302,2025-02-20 13:03:09,2025-02-20 13:04:30,1,0,15,5,1
430,300,2025-02-20 13:03:33,2025-02-20 13:03:42,4,1,13,4,1
431,300,2025-02-20 13:04:30,2025-02-20 13:05:00,1,0,14,5,1
432,302,2025-02-20 13:05:00,2025-02-20 13:05:17,6,0,16,5,1
433,300,2025-02-20 13:05:17,2025-02-20 13:06:38,1,0,15,5,1
434,302,2025-02-20 13:05:17,2025-02-20 13:05:42,7,1,17,6,1
435,302,2025-02-20 13:05:42,2025-02-20 13:06:16,8,1,18,6,1
436,300,2025-02-20 13:06:38,2025-02-20 13:06:55,6,0,16,5,1
437,300,2025-02-20 13:06:55,2025-02-20 13:07:20,7,1,17,6,1
438,302,2025-02-20 13:07:20,2025-02-20 13:08:22,3,1,19,6,1
439,300,2025-02-20 13:08:23,2025-02-20 13:08:57,8,1,18,6,1
440,302,2025-02-20 13:08:58,2025-02-20 13:09:03,4,1,20,6,1
441,302,2025-02-20 13:09:03,2025-02-20 13:09:11,-1,-1,21,7,1
442,300,2025-02-20 13:09:04,2025-02-20 13:10:06,3,1,19,6,1
443,302,2025-02-20 13:09:11,2025-02-20 13:09:21,-1,2,22,8,1
444,302,2025-02-20 13:09:21,2025-02-20 13:09:40,0,0,23,0,1
445,307,2025-02-20 13:09:40,2025-02-20 13:09:55,0,0,0,0,1
446,307,2025-02-20 13:09:55,2025-02-20 13:10:38,5,0,11,3,1
447,300,2025-02-20 13:10:06,2025-02-20 13:10:11,4,1,20,6,1
448,300,2025-02-20 13:10:11,2025-02-20 13:10:19,-1,-1,21,7,1
449,300,2025-02-20 13:10:19,2025-02-20 13:10:29,-1,2,22,8,1
450,300,2025-02-20 13:10:29,2025-02-20 13:10:48,0,0,23,0,1
451,307,2025-02-20 13:10:38,2025-02-20 13:11:08,1,0,14,5,1
452,318,2025-02-20 13:10:48,2025-02-20 13:11:03,0,0,0,0,1
453,318,2025-02-20 13:11:03,2025-02-20 13:11:43,1,0,1,1,1
454,307,2025-02-20 13:11:08,2025-02-20 13:12:29,1,0,15,5,1
455,318,2025-02-20 13:11:43,2025-02-20 13:12:39,2,0,2,1,1
456,307,2025-02-20 13:12:29,2025-02-20 13:12:37,-1,-1,21,7,1
457,307,2025-02-20 13:12:37,2025-02-20 13:12:47,-1,2,22,8,1
458,318,2025-02-20 13:12:39,2025-02-20 13:12:53,2,0,3,1,1
459,307,2025-02-20 13:12:47,2025-02-20 13:13:04,6,0,16,5,1
460,318,2025-02-20 13:12:53,2025-02-20 13:13:36,2,0,4,1,1
461,318,2025-02-20 13:13:36,2025-02-20 13:14:33,2,0,5,1,1
462,307,2025-02-20 13:14:33,2025-02-20 13:15:13,1,0,1,1,1
463,307,2025-02-20 13:15:13,2025-02-20 13:15:38,7,1,17,6,1
464,318,2025-02-20 13:15:14,2025-02-20 13:15:52,2,0,6,1,1
465,307,2025-02-20 13:15:38,2025-02-20 13:16:12,8,1,18,6,1
466,318,2025-02-20 13:15:52,2025-02-20 13:15:54,3,1,7,2,1
467,318,2025-02-20 13:15:54,2025-02-20 13:16:26,1,0,8,3,1
468,307,2025-02-20 13:16:12,2025-02-20 13:16:31,0,0,23,0,1
469,318,2025-02-20 13:16:26,2025-02-20 13:17:27,3,0,9,3,1
470,307,2025-02-20 13:16:31,2025-02-20 13:17:27,2,0,2,1,1
471,318,2025-02-20 13:17:27,2025-02-20 13:17:47,4,0,10,3,1
472,307,2025-02-20 13:17:27,2025-02-20 13:17:41,2,0,3,1,1
473,307,2025-02-20 13:17:41,2025-02-20 13:18:24,2,0,4,1,1
474,318,2025-02-20 13:17:47,2025-02-20 13:18:30,5,0,11,3,1
475,307,2025-02-20 13:18:24,2025-02-20 13:19:21,2,0,5,1,1
476,318,2025-02-20 13:18:30,2025-02-20 13:19:15,3,1,12,4,1
477,318,2025-02-20 13:19:15,2025-02-20 13:19:24,4,1,13,4,1
478,307,2025-02-20 13:19:21,2025-02-20 13:19:59,2,0,6,1,1
479,318,2025-02-20 13:19:24,2025-02-20 13:19:54,1,0,14,5,1
480,318,2025-02-20 13:19:54,2025-02-20 13:21:15,1,0,15,5,1
481,307,2025-02-20 13:19:59,2025-02-20 13:20:01,3,1,7,2,1
482,307,2025-02-20 13:20:01,2025-02-20 13:20:33,1,0,8,3,1
483,303,2025-02-20 13:20:33,2025-02-20 13:20:48,0,0,0,0,1
484,303,2025-02-20 13:20:48,2025-02-20 13:21:28,1,0,1,1,1
485,318,2025-02-20 13:21:15,2025-02-20 13:21:32,6,0,16,5,1
486,303,2025-02-20 13:21:28,2025-02-20 13:22:24,2,0,2,1,1
487,318,2025-02-20 13:21:32,2025-02-20 13:21:57,7,1,17,6,1
488,318,2025-02-20 13:21:57,2025-02-20 13:22:31,8,1,18,6,1
489,303,2025-02-20 13:22:24,2025-02-20 13:22:38,2,0,3,1,1
490,318,2025-02-20 13:22:31,2025-02-20 13:23:33,3,1,19,6,1
491,303,2025-02-20 13:22:38,2025-02-20 13:23:21,2,0,4,1,1
492,303,2025-02-20 13:23:21,2025-02-20 13:24:18,2,0,5,1,1
493,318,2025-02-20 13:23:33,2025-02-20 13:23:38,4,1,20,6,1
494,318,2025-02-20 13:23:38,2025-02-20 13:23:46,-1,-1,21,7,1
495,308,2025-02-20 13:23:46,2025-02-20 13:24:01,0,0,0,0,1
496,303,2025-02-20 13:24:18,2025-02-20 13:24:56,2,0,6,1,1
497,303,2025-02-20 13:24:56,2025-02-20 13:24:58,3,1,7,2,1
498,308,2025-02-20 13:24:57,2025-02-20 13:25:37,1,0,1,1,1
499,303,2025-02-20 13:24:58,2025-02-20 13:25:30,1,0,8,3,1
500,308,2025-02-20 13:25:37,2025-02-20 13:26:20,5,0,11,3,1
501,308,2025-02-20 13:26:20,2025-02-20 13:26:50,1,0,14,5,1
502,303,2025-02-20 13:26:20,2025-02-20 13:27:21,3,0,9,3,1
503,308,2025-02-20 13:26:50,2025-02-20 13:28:11,1,0,15,5,1
504,303,2025-02-20 13:27:21,2025-02-20 13:27:41,4,0,10,3,1
505,303,2025-02-20 13:27:41,2025-02-20 13:28:24,5,0,11,3,1
506,308,2025-02-20 13:28:11,2025-02-20 13:29:07,2,0,2,1,1
507,303,2025-02-20 13:28:24,2025-02-20 13:29:09,3,1,12,4,1
508,308,2025-02-20 13:29:07,2025-02-20 13:29:21,2,0,3,1,1
509,303,2025-02-20 13:29:09,2025-02-20 13:29:18,4,1,13,4,1
510,303,2025-02-20 13:29:18,2025-02-20 13:29:48,1,0,14,5,1
511,308,2025-02-20 13:29:21,2025-02-20 13:29:29,-1,-1,21,7,1
512,308,2025-02-20 13:29:29,2025-02-20 13:29:39,-1,2,22,8,1
513,308,2025-02-20 13:29:39,2025-02-20 13:29:58,0,0,23,0,1
514,303,2025-02-20 13:29:48,2025-02-20 13:31:09,1,0,15,5,1
515,308,2025-02-20 13:29:58,2025-02-20 13:30:41,2,0,4,1,1
516,303,2025-02-20 13:31:09,2025-02-20 13:31:26,6,0,16,5,1
517,308,2025-02-20 13:31:26,2025-02-20 13:31:43,6,0,16,5,1
518,303,2025-02-20 13:31:26,2025-02-20 13:31:51,7,1,17,6,1
519,308,2025-02-20 13:31:51,2025-02-20 13:32:16,7,1,17,6,1
520,303,2025-02-20 13:32:16,2025-02-20 13:32:50,8,1,18,6,1
521,308,2025-02-20 13:32:51,2025-02-20 13:33:25,8,1,18,6,1
522,308,2025-02-20 13:33:25,2025-02-20 13:34:22,2,0,5,1,1
523,303,2025-02-20 13:33:26,2025-02-20 13:34:28,3,1,19,6,1
524,308,2025-02-20 13:34:22,2025-02-20 13:35:00,2,0,6,1,1
525,303,2025-02-20 13:34:28,2025-02-20 13:34:33,4,1,20,6,1
526,303,2025-02-20 13:34:33,2025-02-20 13:34:41,-1,-1,21,7,1
527,303,2025-02-20 13:34:41,2025-02-20 13:34:51,-1,2,22,8,1
528,303,2025-02-20 13:34:51,2025-02-20 13:35:10,0,0,23,0,1
529,308,2025-02-20 13:35:00,2025-02-20 13:35:02,3,1,7,2,1
530,308,2025-02-20 13:35:02,2025-02-20 13:35:34,1,0,8,3,1
531,325,2025-02-20 13:35:10,2025-02-20 13:35:25,0,0,0,0,1
532,325,2025-02-20 13:35:25,2025-02-20 13:36:05,1,0,1,1,1
533,330,2025-02-20 13:35:34,2025-02-20 13:35:49,0,0,0,0,1
534,330,2025-02-20 13:35:49,2025-02-20 13:36:08,0,0,23,0,1
535,330,2025-02-20 13:36:08,2025-02-20 13:36:48,1,0,1,1,1
536,325,2025-02-20 13:36:49,2025-02-20 13:37:45,2,0,2,1,1
537,330,2025-02-20 13:37:45,2025-02-20 13:38:25,1,0,1,1,1
538,325,2025-02-20 13:38:26,2025-02-20 13:38:40,2,0,3,1,1
539,330,2025-02-20 13:38:40,2025-02-20 13:39:36,2,0,2,1,1
540,325,2025-02-20 13:39:36,2025-02-20 13:40:19,2,0,4,1,1
541,330,2025-02-20 13:40:19,2025-02-20 13:40:33,2,0,3,1,1
542,325,2025-02-20 13:40:33,2025-02-20 13:41:30,2,0,5,1,1
543,330,2025-02-20 13:41:30,2025-02-20 13:42:13,2,0,4,1,1
544,325,2025-02-20 13:42:13,2025-02-20 13:42:51,2,0,6,1,1
545,325,2025-02-20 13:42:51,2025-02-20 13:42:53,3,1,7,2,1
546,330,2025-02-20 13:42:52,2025-02-20 13:43:49,2,0,5,1,1
547,325,2025-02-20 13:42:53,2025-02-20 13:43:25,1,0,8,3,1
548,325,2025-02-20 13:43:25,2025-02-20 13:44:26,3,0,9,3,1
549,330,2025-02-20 13:43:49,2025-02-20 13:44:27,2,0,6,1,1
550,325,2025-02-20 13:44:26,2025-02-20 13:44:46,4,0,10,3,1
551,330,2025-02-20 13:44:27,2025-02-20 13:45:05,2,0,6,1,1
552,330,2025-02-20 13:45:05,2025-02-20 13:45:07,3,1,7,2,1
553,330,2025-02-20 13:45:07,2025-02-20 13:45:39,1,0,8,3,1
554,325,2025-02-20 13:45:39,2025-02-20 13:46:22,5,0,11,3,1
555,330,2025-02-20 13:46:22,2025-02-20 13:46:54,1,0,8,3,1
556,325,2025-02-20 13:46:22,2025-02-20 13:47:07,3,1,12,4,1
557,330,2025-02-20 13:46:54,2025-02-20 13:47:55,3,0,9,3,1
558,325,2025-02-20 13:47:07,2025-02-20 13:47:16,4,1,13,4,1
559,325,2025-02-20 13:47:16,2025-02-20 13:47:46,1,0,14,5,1
560,325,2025-02-20 13:47:46,2025-02-20 13:49:07,1,0,15,5,1
561,330,2025-02-20 13:47:55,2025-02-20 13:48:15,4,0,10,3,1
562,330,2025-02-20 13:48:15,2025-02-20 13:48:58,5,0,11,3,1
563,330,2025-02-20 13:48:58,2025-02-20 13:49:41,5,0,11,3,1
564,325,2025-02-20 13:49:07,2025-02-20 13:49:24,6,0,16,5,1
565,325,2025-02-20 13:49:24,2025-02-20 13:49:49,7,1,17,6,1
566,330,2025-02-20 13:49:41,2025-02-20 13:50:26,3,1,12,4,1
567,325,2025-02-20 13:49:49,2025-02-20 13:50:23,8,1,18,6,1
568,325,2025-02-20 13:50:23,2025-02-20 13:51:25,3,1,19,6,1
569,330,2025-02-20 13:50:26,2025-02-20 13:50:35,4,1,13,4,1
570,330,2025-02-20 13:50:35,2025-02-20 13:51:05,1,0,14,5,1
571,330,2025-02-20 13:51:05,2025-02-20 13:52:26,1,0,15,5,1
572,325,2025-02-20 13:51:25,2025-02-20 13:51:30,4,1,20,6,1
573,325,2025-02-20 13:51:30,2025-02-20 13:51:38,-1,-1,21,7,1
574,325,2025-02-20 13:51:38,2025-02-20 13:51:48,-1,2,22,8,1
575,325,2025-02-20 13:51:48,2025-02-20 13:52:07,0,0,23,0,1
576,335,2025-02-20 13:52:07,2025-02-20 13:52:22,0,0,0,0,1
577,335,2025-02-20 13:52:22,2025-02-20 13:53:02,1,0,1,1,1
578,330,2025-02-20 13:52:26,2025-02-20 13:52:43,6,0,16,5,1
579,330,2025-02-20 13:52:43,2025-02-20 13:53:00,6,0,16,5,1
580,330,2025-02-20 13:53:00,2025-02-20 13:53:25,7,1,17,6,1
581,335,2025-02-20 13:53:02,2025-02-20 13:53:42,1,0,1,1,1
582,330,2025-02-20 13:53:25,2025-02-20 13:53:59,8,1,18,6,1
583,335,2025-02-20 13:53:42,2025-02-20 13:54:01,0,0,23,0,1
584,330,2025-02-20 13:53:59,2025-02-20 13:55:01,3,1,19,6,1
585,335,2025-02-20 13:54:01,2025-02-20 13:54:57,2,0,2,1,1
586,335,2025-02-20 13:54:57,2025-02-20 13:55:11,2,0,3,1,1
587,330,2025-02-20 13:55:01,2025-02-20 13:55:06,4,1,20,6,1
588,330,2025-02-20 13:55:06,2025-02-20 13:55:14,-1,-1,21,7,1
589,321,2025-02-20 13:55:14,2025-02-20 13:55:29,0,0,0,0,1
590,321,2025-02-20 13:55:29,2025-02-20 13:56:09,1,0,1,1,1
591,321,2025-02-20 13:56:09,2025-02-20 13:57:05,2,0,2,1,1
592,335,2025-02-20 13:57:05,2025-02-20 13:57:48,2,0,4,1,1
593,321,2025-02-20 13:57:48,2025-02-20 13:58:02,2,0,3,1,1
594,335,2025-02-20 13:58:02,2025-02-20 13:58:59,2,0,5,1,1
595,321,2025-02-20 13:58:59,2025-02-20 13:59:42,2,0,4,1,1
596,335,2025-02-20 13:59:42,2025-02-20 14:00:20,2,0,6,1,1
597,321,2025-02-20 14:00:21,2025-02-20 14:01:18,2,0,5,1,1
598,335,2025-02-20 14:01:18,2025-02-20 14:01:56,2,0,6,1,1
599,335,2025-02-20 14:01:56,2025-02-20 14:01:58,3,1,7,2,1
600,321,2025-02-20 14:01:57,2025-02-20 14:02:35,2,0,6,1,1
601,335,2025-02-20 14:01:58,2025-02-20 14:02:30,1,0,8,3,1
602,321,2025-02-20 14:02:35,2025-02-20 14:02:37,3,1,7,2,1
603,321,2025-02-20 14:02:37,2025-02-20 14:03:09,1,0,8,3,1
604,335,2025-02-20 14:03:09,2025-02-20 14:03:41,1,0,8,3,1
605,321,2025-02-20 14:03:41,2025-02-20 14:04:42,3,0,9,3,1
