process_execution_id,order_id,start_time,end_time,part_id,process_type,process_id,resource_id,is_valid
606,335,2025-02-20 14:04:43,2025-02-20 14:05:44,3,0,9,3,1
607,321,2025-02-20 14:05:45,2025-02-20 14:06:05,4,0,10,3,1
608,335,2025-02-20 14:06:05,2025-02-20 14:06:25,4,0,10,3,1
609,321,2025-02-20 14:06:25,2025-02-20 14:07:08,5,0,11,3,1
610,335,2025-02-20 14:07:08,2025-02-20 14:07:51,5,0,11,3,1
611,321,2025-02-20 14:07:08,2025-02-20 14:07:53,3,1,12,4,1
612,335,2025-02-20 14:07:51,2025-02-20 14:08:34,5,0,11,3,1
613,321,2025-02-20 14:07:53,2025-02-20 14:08:02,4,1,13,4,1
614,321,2025-02-20 14:08:02,2025-02-20 14:08:32,1,0,14,5,1
615,321,2025-02-20 14:08:32,2025-02-20 14:09:53,1,0,15,5,1
616,335,2025-02-20 14:08:34,2025-02-20 14:09:19,3,1,12,4,1
617,335,2025-02-20 14:09:19,2025-02-20 14:09:28,4,1,13,4,1
618,335,2025-02-20 14:09:53,2025-02-20 14:10:23,1,0,14,5,1
619,321,2025-02-20 14:10:23,2025-02-20 14:10:40,6,0,16,5,1
620,335,2025-02-20 14:10:40,2025-02-20 14:12:01,1,0,15,5,1
621,321,2025-02-20 14:10:40,2025-02-20 14:11:05,7,1,17,6,1
622,321,2025-02-20 14:11:05,2025-02-20 14:11:39,8,1,18,6,1
623,321,2025-02-20 14:11:39,2025-02-20 14:12:41,3,1,19,6,1
624,335,2025-02-20 14:12:01,2025-02-20 14:12:18,6,0,16,5,1
625,335,2025-02-20 14:12:18,2025-02-20 14:12:35,6,0,16,5,1
626,335,2025-02-20 14:12:42,2025-02-20 14:13:07,7,1,17,6,1
627,321,2025-02-20 14:13:07,2025-02-20 14:13:12,4,1,20,6,1
628,321,2025-02-20 14:13:12,2025-02-20 14:13:20,-1,-1,21,7,1
629,335,2025-02-20 14:13:13,2025-02-20 14:13:47,8,1,18,6,1
630,321,2025-02-20 14:13:20,2025-02-20 14:13:30,-1,2,22,8,1
631,321,2025-02-20 14:13:30,2025-02-20 14:13:49,0,0,23,0,1
632,335,2025-02-20 14:13:47,2025-02-20 14:14:49,3,1,19,6,1
633,329,2025-02-20 14:13:49,2025-02-20 14:14:04,0,0,0,0,1
634,329,2025-02-20 14:14:04,2025-02-20 14:14:44,1,0,1,1,1
635,335,2025-02-20 14:14:49,2025-02-20 14:14:54,4,1,20,6,1
636,335,2025-02-20 14:14:54,2025-02-20 14:15:02,-1,-1,21,7,1
637,322,2025-02-20 14:15:02,2025-02-20 14:15:17,0,0,0,0,1
638,322,2025-02-20 14:15:17,2025-02-20 14:15:57,1,0,1,1,1
639,329,2025-02-20 14:15:58,2025-02-20 14:16:38,1,0,1,1,1
640,329,2025-02-20 14:16:38,2025-02-20 14:16:57,0,0,23,0,1
641,322,2025-02-20 14:16:39,2025-02-20 14:17:35,2,0,2,1,1
642,322,2025-02-20 14:17:35,2025-02-20 14:17:49,2,0,3,1,1
643,329,2025-02-20 14:17:49,2025-02-20 14:18:45,2,0,2,1,1
644,322,2025-02-20 14:18:45,2025-02-20 14:19:28,2,0,4,1,1
645,329,2025-02-20 14:19:28,2025-02-20 14:19:42,2,0,3,1,1
646,322,2025-02-20 14:19:42,2025-02-20 14:20:39,2,0,5,1,1
647,329,2025-02-20 14:20:39,2025-02-20 14:21:22,2,0,4,1,1
648,322,2025-02-20 14:21:22,2025-02-20 14:22:00,2,0,6,1,1
649,322,2025-02-20 14:22:00,2025-02-20 14:22:02,3,1,7,2,1
650,329,2025-02-20 14:22:01,2025-02-20 14:22:58,2,0,5,1,1
651,322,2025-02-20 14:22:02,2025-02-20 14:22:34,1,0,8,3,1
652,322,2025-02-20 14:22:34,2025-02-20 14:23:35,3,0,9,3,1
653,329,2025-02-20 14:22:58,2025-02-20 14:23:36,2,0,6,1,1
654,322,2025-02-20 14:23:35,2025-02-20 14:23:55,4,0,10,3,1
655,329,2025-02-20 14:23:36,2025-02-20 14:24:14,2,0,6,1,1
656,329,2025-02-20 14:24:14,2025-02-20 14:24:16,3,1,7,2,1
657,329,2025-02-20 14:24:16,2025-02-20 14:24:48,1,0,8,3,1
658,322,2025-02-20 14:24:48,2025-02-20 14:25:31,5,0,11,3,1
659,329,2025-02-20 14:25:31,2025-02-20 14:26:03,1,0,8,3,1
660,322,2025-02-20 14:25:31,2025-02-20 14:26:16,3,1,12,4,1
661,329,2025-02-20 14:26:03,2025-02-20 14:27:04,3,0,9,3,1
662,322,2025-02-20 14:26:16,2025-02-20 14:26:25,4,1,13,4,1
663,322,2025-02-20 14:26:25,2025-02-20 14:26:55,1,0,14,5,1
664,322,2025-02-20 14:26:55,2025-02-20 14:28:16,1,0,15,5,1
665,329,2025-02-20 14:27:04,2025-02-20 14:27:24,4,0,10,3,1
666,329,2025-02-20 14:27:24,2025-02-20 14:28:07,5,0,11,3,1
667,329,2025-02-20 14:28:07,2025-02-20 14:28:50,5,0,11,3,1
668,322,2025-02-20 14:28:16,2025-02-20 14:28:33,6,0,16,5,1
669,322,2025-02-20 14:28:33,2025-02-20 14:28:58,7,1,17,6,1
670,329,2025-02-20 14:28:50,2025-02-20 14:29:35,3,1,12,4,1
671,322,2025-02-20 14:28:58,2025-02-20 14:29:32,8,1,18,6,1
672,322,2025-02-20 14:29:32,2025-02-20 14:30:34,3,1,19,6,1
673,329,2025-02-20 14:29:35,2025-02-20 14:29:44,4,1,13,4,1
674,329,2025-02-20 14:29:44,2025-02-20 14:30:14,1,0,14,5,1
675,329,2025-02-20 14:30:14,2025-02-20 14:31:35,1,0,15,5,1
676,322,2025-02-20 14:30:34,2025-02-20 14:30:39,4,1,20,6,1
677,322,2025-02-20 14:30:39,2025-02-20 14:30:47,-1,-1,21,7,1
678,322,2025-02-20 14:30:47,2025-02-20 14:30:57,-1,2,22,8,1
679,322,2025-02-20 14:30:57,2025-02-20 14:31:16,0,0,23,0,1
680,326,2025-02-20 14:31:16,2025-02-20 14:31:31,0,0,0,0,1
681,326,2025-02-20 14:31:31,2025-02-20 14:32:11,1,0,1,1,1
682,329,2025-02-20 14:31:35,2025-02-20 14:31:52,6,0,16,5,1
683,329,2025-02-20 14:31:52,2025-02-20 14:32:09,6,0,16,5,1
684,329,2025-02-20 14:32:09,2025-02-20 14:32:34,7,1,17,6,1
685,326,2025-02-20 14:32:11,2025-02-20 14:33:07,2,0,2,1,1
686,329,2025-02-20 14:32:34,2025-02-20 14:33:08,8,1,18,6,1
687,326,2025-02-20 14:33:07,2025-02-20 14:33:21,2,0,3,1,1
688,329,2025-02-20 14:33:08,2025-02-20 14:34:10,3,1,19,6,1
689,326,2025-02-20 14:33:21,2025-02-20 14:34:04,2,0,4,1,1
690,326,2025-02-20 14:34:04,2025-02-20 14:35:01,2,0,5,1,1
691,329,2025-02-20 14:34:10,2025-02-20 14:34:15,4,1,20,6,1
692,329,2025-02-20 14:34:15,2025-02-20 14:34:23,-1,-1,21,7,1
693,334,2025-02-20 14:34:23,2025-02-20 14:34:38,0,0,0,0,1
694,334,2025-02-20 14:34:38,2025-02-20 14:34:57,0,0,23,0,1
695,334,2025-02-20 14:35:01,2025-02-20 14:35:41,1,0,1,1,1
696,326,2025-02-20 14:35:42,2025-02-20 14:36:20,2,0,6,1,1
697,326,2025-02-20 14:36:20,2025-02-20 14:36:22,3,1,7,2,1
698,334,2025-02-20 14:36:21,2025-02-20 14:37:01,1,0,1,1,1
699,326,2025-02-20 14:36:22,2025-02-20 14:36:54,1,0,8,3,1
700,326,2025-02-20 14:36:54,2025-02-20 14:37:55,3,0,9,3,1
701,334,2025-02-20 14:37:01,2025-02-20 14:37:57,2,0,2,1,1
702,326,2025-02-20 14:37:55,2025-02-20 14:38:15,4,0,10,3,1
703,334,2025-02-20 14:37:57,2025-02-20 14:38:11,2,0,3,1,1
704,334,2025-02-20 14:38:11,2025-02-20 14:38:54,2,0,4,1,1
705,326,2025-02-20 14:38:15,2025-02-20 14:38:58,5,0,11,3,1
706,334,2025-02-20 14:38:54,2025-02-20 14:39:51,2,0,5,1,1
707,326,2025-02-20 14:38:58,2025-02-20 14:39:43,3,1,12,4,1
708,326,2025-02-20 14:39:43,2025-02-20 14:39:52,4,1,13,4,1
709,334,2025-02-20 14:39:51,2025-02-20 14:40:29,2,0,6,1,1
710,326,2025-02-20 14:39:52,2025-02-20 14:40:22,1,0,14,5,1
711,326,2025-02-20 14:40:22,2025-02-20 14:41:43,1,0,15,5,1
712,334,2025-02-20 14:40:29,2025-02-20 14:41:07,2,0,6,1,1
713,334,2025-02-20 14:41:07,2025-02-20 14:41:09,3,1,7,2,1
714,334,2025-02-20 14:41:09,2025-02-20 14:41:41,1,0,8,3,1
715,334,2025-02-20 14:41:41,2025-02-20 14:42:13,1,0,8,3,1
716,326,2025-02-20 14:41:43,2025-02-20 14:42:00,6,0,16,5,1
717,326,2025-02-20 14:42:00,2025-02-20 14:42:25,7,1,17,6,1
718,334,2025-02-20 14:42:13,2025-02-20 14:43:14,3,0,9,3,1
719,326,2025-02-20 14:42:25,2025-02-20 14:42:59,8,1,18,6,1
720,326,2025-02-20 14:42:59,2025-02-20 14:44:01,3,1,19,6,1
721,334,2025-02-20 14:43:14,2025-02-20 14:43:34,4,0,10,3,1
722,334,2025-02-20 14:43:34,2025-02-20 14:44:17,5,0,11,3,1
723,326,2025-02-20 14:44:01,2025-02-20 14:44:06,4,1,20,6,1
724,326,2025-02-20 14:44:06,2025-02-20 14:44:14,-1,-1,21,7,1
725,326,2025-02-20 14:44:14,2025-02-20 14:44:24,-1,2,22,8,1
726,334,2025-02-20 14:44:17,2025-02-20 14:45:00,5,0,11,3,1
727,326,2025-02-20 14:44:24,2025-02-20 14:44:43,0,0,23,0,1
728,333,2025-02-20 14:44:43,2025-02-20 14:44:58,0,0,0,0,1
729,333,2025-02-20 14:44:58,2025-02-20 14:45:38,1,0,1,1,1
730,334,2025-02-20 14:45:00,2025-02-20 14:45:45,3,1,12,4,1
731,333,2025-02-20 14:45:38,2025-02-20 14:46:34,2,0,2,1,1
732,334,2025-02-20 14:45:45,2025-02-20 14:45:54,4,1,13,4,1
733,334,2025-02-20 14:45:54,2025-02-20 14:46:24,1,0,14,5,1
734,334,2025-02-20 14:46:24,2025-02-20 14:47:45,1,0,15,5,1
735,333,2025-02-20 14:46:34,2025-02-20 14:46:48,2,0,3,1,1
736,333,2025-02-20 14:46:48,2025-02-20 14:47:31,2,0,4,1,1
737,333,2025-02-20 14:47:31,2025-02-20 14:48:28,2,0,5,1,1
738,334,2025-02-20 14:47:45,2025-02-20 14:48:02,6,0,16,5,1
739,334,2025-02-20 14:48:02,2025-02-20 14:48:19,6,0,16,5,1
740,334,2025-02-20 14:48:19,2025-02-20 14:48:44,7,1,17,6,1
741,333,2025-02-20 14:48:28,2025-02-20 14:49:06,2,0,6,1,1
742,334,2025-02-20 14:48:44,2025-02-20 14:49:18,8,1,18,6,1
743,333,2025-02-20 14:49:06,2025-02-20 14:49:08,3,1,7,2,1
744,333,2025-02-20 14:49:08,2025-02-20 14:49:40,1,0,8,3,1
745,334,2025-02-20 14:49:18,2025-02-20 14:50:20,3,1,19,6,1
746,333,2025-02-20 14:49:40,2025-02-20 14:50:41,3,0,9,3,1
747,334,2025-02-20 14:50:20,2025-02-20 14:50:25,4,1,20,6,1
748,334,2025-02-20 14:50:25,2025-02-20 14:50:33,-1,-1,21,7,1
749,328,2025-02-20 14:50:33,2025-02-20 14:50:48,0,0,0,0,1
750,333,2025-02-20 14:50:41,2025-02-20 14:51:01,4,0,10,3,1
751,328,2025-02-20 14:50:48,2025-02-20 14:51:07,0,0,23,0,1
752,333,2025-02-20 14:51:01,2025-02-20 14:51:44,5,0,11,3,1
753,328,2025-02-20 14:51:07,2025-02-20 14:51:47,1,0,1,1,1
754,333,2025-02-20 14:51:44,2025-02-20 14:52:29,3,1,12,4,1
755,328,2025-02-20 14:51:47,2025-02-20 14:52:27,1,0,1,1,1
756,328,2025-02-20 14:52:27,2025-02-20 14:53:23,2,0,2,1,1
757,333,2025-02-20 14:52:29,2025-02-20 14:52:38,4,1,13,4,1
758,333,2025-02-20 14:52:38,2025-02-20 14:53:08,1,0,14,5,1
759,333,2025-02-20 14:53:08,2025-02-20 14:54:29,1,0,15,5,1
760,328,2025-02-20 14:53:23,2025-02-20 14:53:37,2,0,3,1,1
761,328,2025-02-20 14:53:37,2025-02-20 14:54:20,2,0,4,1,1
762,328,2025-02-20 14:54:20,2025-02-20 14:55:17,2,0,5,1,1
763,333,2025-02-20 14:54:29,2025-02-20 14:54:46,6,0,16,5,1
764,333,2025-02-20 14:54:46,2025-02-20 14:55:11,7,1,17,6,1
765,333,2025-02-20 14:55:11,2025-02-20 14:55:45,8,1,18,6,1
766,328,2025-02-20 14:55:17,2025-02-20 14:55:55,2,0,6,1,1
767,333,2025-02-20 14:55:45,2025-02-20 14:56:47,3,1,19,6,1
768,328,2025-02-20 14:55:55,2025-02-20 14:56:33,2,0,6,1,1
769,328,2025-02-20 14:56:33,2025-02-20 14:56:35,3,1,7,2,1
770,328,2025-02-20 14:56:35,2025-02-20 14:57:07,1,0,8,3,1
771,333,2025-02-20 14:56:47,2025-02-20 14:56:52,4,1,20,6,1
772,333,2025-02-20 14:56:52,2025-02-20 14:57:00,-1,-1,21,7,1
773,333,2025-02-20 14:57:00,2025-02-20 14:57:10,-1,2,22,8,1
774,328,2025-02-20 14:57:07,2025-02-20 14:57:39,1,0,8,3,1
775,333,2025-02-20 14:57:10,2025-02-20 14:57:29,0,0,23,0,1
776,331,2025-02-20 14:57:29,2025-02-20 14:57:44,0,0,0,0,1
777,328,2025-02-20 14:57:39,2025-02-20 14:58:40,3,0,9,3,1
778,331,2025-02-20 14:57:44,2025-02-20 14:58:24,1,0,1,1,1
779,331,2025-02-20 14:58:24,2025-02-20 14:59:04,1,0,1,1,1
780,328,2025-02-20 14:58:40,2025-02-20 14:59:00,4,0,10,3,1
781,328,2025-02-20 14:59:00,2025-02-20 14:59:43,5,0,11,3,1
782,331,2025-02-20 14:59:04,2025-02-20 14:59:23,0,0,23,0,1
783,331,2025-02-20 14:59:23,2025-02-20 15:00:19,2,0,2,1,1
784,328,2025-02-20 14:59:43,2025-02-20 15:00:26,5,0,11,3,1
785,331,2025-02-20 15:00:19,2025-02-20 15:00:33,2,0,3,1,1
786,328,2025-02-20 15:00:26,2025-02-20 15:01:11,3,1,12,4,1
787,331,2025-02-20 15:00:33,2025-02-20 15:01:16,2,0,4,1,1
788,328,2025-02-20 15:01:11,2025-02-20 15:01:20,4,1,13,4,1
789,331,2025-02-20 15:01:16,2025-02-20 15:02:13,2,0,5,1,1
790,328,2025-02-20 15:01:20,2025-02-20 15:01:50,1,0,14,5,1
791,328,2025-02-20 15:01:50,2025-02-20 15:03:11,1,0,15,5,1
792,331,2025-02-20 15:02:13,2025-02-20 15:02:51,2,0,6,1,1
793,331,2025-02-20 15:02:51,2025-02-20 15:03:29,2,0,6,1,1
794,328,2025-02-20 15:03:11,2025-02-20 15:03:28,6,0,16,5,1
795,328,2025-02-20 15:03:28,2025-02-20 15:03:45,6,0,16,5,1
796,331,2025-02-20 15:03:29,2025-02-20 15:03:31,3,1,7,2,1
797,331,2025-02-20 15:03:31,2025-02-20 15:04:03,1,0,8,3,1
798,328,2025-02-20 15:03:45,2025-02-20 15:04:10,7,1,17,6,1
799,331,2025-02-20 15:04:03,2025-02-20 15:04:35,1,0,8,3,1
800,328,2025-02-20 15:04:10,2025-02-20 15:04:44,8,1,18,6,1
801,331,2025-02-20 15:04:35,2025-02-20 15:05:36,3,0,9,3,1
802,328,2025-02-20 15:04:44,2025-02-20 15:05:46,3,1,19,6,1
803,331,2025-02-20 15:05:36,2025-02-20 15:05:56,4,0,10,3,1
804,328,2025-02-20 15:05:46,2025-02-20 15:05:51,4,1,20,6,1
805,328,2025-02-20 15:05:51,2025-02-20 15:05:59,-1,-1,21,7,1
806,331,2025-02-20 15:05:56,2025-02-20 15:06:39,5,0,11,3,1
807,324,2025-02-20 15:05:59,2025-02-20 15:06:14,0,0,0,0,1
808,324,2025-02-20 15:06:14,2025-02-20 15:06:54,1,0,1,1,1
809,331,2025-02-20 15:06:39,2025-02-20 15:07:22,5,0,11,3,1
810,324,2025-02-20 15:06:54,2025-02-20 15:07:50,2,0,2,1,1
811,331,2025-02-20 15:07:22,2025-02-20 15:08:07,3,1,12,4,1
812,324,2025-02-20 15:07:50,2025-02-20 15:08:04,2,0,3,1,1
813,324,2025-02-20 15:08:04,2025-02-20 15:08:47,2,0,4,1,1
814,331,2025-02-20 15:08:07,2025-02-20 15:08:16,4,1,13,4,1
815,331,2025-02-20 15:08:16,2025-02-20 15:08:46,1,0,14,5,1
816,331,2025-02-20 15:08:46,2025-02-20 15:10:07,1,0,15,5,1
817,324,2025-02-20 15:08:47,2025-02-20 15:09:44,2,0,5,1,1
818,324,2025-02-20 15:09:44,2025-02-20 15:10:22,2,0,6,1,1
819,331,2025-02-20 15:10:07,2025-02-20 15:10:24,6,0,16,5,1
820,324,2025-02-20 15:10:22,2025-02-20 15:10:24,3,1,7,2,1
821,324,2025-02-20 15:10:24,2025-02-20 15:10:56,1,0,8,3,1
822,331,2025-02-20 15:10:24,2025-02-20 15:10:41,6,0,16,5,1
823,331,2025-02-20 15:10:41,2025-02-20 15:11:06,7,1,17,6,1
824,324,2025-02-20 15:10:56,2025-02-20 15:11:57,3,0,9,3,1
825,331,2025-02-20 15:11:06,2025-02-20 15:11:40,8,1,18,6,1
826,331,2025-02-20 15:11:40,2025-02-20 15:12:42,3,1,19,6,1
827,324,2025-02-20 15:11:57,2025-02-20 15:12:17,4,0,10,3,1
828,324,2025-02-20 15:12:17,2025-02-20 15:13:00,5,0,11,3,1
829,331,2025-02-20 15:12:42,2025-02-20 15:12:47,4,1,20,6,1
830,331,2025-02-20 15:12:47,2025-02-20 15:12:55,-1,-1,21,7,1
831,336,2025-02-20 15:12:55,2025-02-20 15:13:10,0,0,0,0,1
832,324,2025-02-20 15:13:00,2025-02-20 15:13:45,3,1,12,4,1
833,336,2025-02-20 15:13:10,2025-02-20 15:13:50,1,0,1,1,1
834,324,2025-02-20 15:13:45,2025-02-20 15:13:54,4,1,13,4,1
835,336,2025-02-20 15:13:50,2025-02-20 15:14:46,2,0,2,1,1
836,324,2025-02-20 15:13:54,2025-02-20 15:14:24,1,0,14,5,1
837,324,2025-02-20 15:14:24,2025-02-20 15:15:45,1,0,15,5,1
838,336,2025-02-20 15:14:46,2025-02-20 15:15:00,2,0,3,1,1
839,336,2025-02-20 15:15:00,2025-02-20 15:15:43,2,0,4,1,1
840,336,2025-02-20 15:15:43,2025-02-20 15:16:40,2,0,5,1,1
841,324,2025-02-20 15:15:45,2025-02-20 15:16:02,6,0,16,5,1
842,324,2025-02-20 15:16:02,2025-02-20 15:16:27,7,1,17,6,1
843,324,2025-02-20 15:16:27,2025-02-20 15:17:01,8,1,18,6,1
844,336,2025-02-20 15:16:40,2025-02-20 15:17:18,2,0,6,1,1
845,324,2025-02-20 15:17:01,2025-02-20 15:18:03,3,1,19,6,1
846,336,2025-02-20 15:17:18,2025-02-20 15:17:20,3,1,7,2,1
847,336,2025-02-20 15:17:20,2025-02-20 15:17:52,1,0,8,3,1
848,336,2025-02-20 15:17:52,2025-02-20 15:18:53,3,0,9,3,1
849,324,2025-02-20 15:18:03,2025-02-20 15:18:08,4,1,20,6,1
850,324,2025-02-20 15:18:08,2025-02-20 15:18:16,-1,-1,21,7,1
851,324,2025-02-20 15:18:16,2025-02-20 15:18:26,-1,2,22,8,1
852,324,2025-02-20 15:18:26,2025-02-20 15:18:45,0,0,23,0,1
853,332,2025-02-20 15:18:45,2025-02-20 15:19:00,0,0,0,0,1
854,336,2025-02-20 15:18:53,2025-02-20 15:19:13,4,0,10,3,1
855,332,2025-02-20 15:19:00,2025-02-20 15:19:40,1,0,1,1,1
856,336,2025-02-20 15:19:13,2025-02-20 15:19:56,5,0,11,3,1
857,332,2025-02-20 15:19:40,2025-02-20 15:20:36,2,0,2,1,1
858,336,2025-02-20 15:19:56,2025-02-20 15:20:41,3,1,12,4,1
859,332,2025-02-20 15:20:36,2025-02-20 15:20:50,2,0,3,1,1
860,336,2025-02-20 15:20:41,2025-02-20 15:20:50,4,1,13,4,1
861,332,2025-02-20 15:20:50,2025-02-20 15:21:33,2,0,4,1,1
862,336,2025-02-20 15:20:50,2025-02-20 15:21:20,1,0,14,5,1
863,336,2025-02-20 15:21:20,2025-02-20 15:22:41,1,0,15,5,1
864,332,2025-02-20 15:21:33,2025-02-20 15:22:30,2,0,5,1,1
865,332,2025-02-20 15:22:30,2025-02-20 15:23:08,2,0,6,1,1
866,336,2025-02-20 15:22:41,2025-02-20 15:22:58,6,0,16,5,1
867,336,2025-02-20 15:22:58,2025-02-20 15:23:23,7,1,17,6,1
868,332,2025-02-20 15:23:08,2025-02-20 15:23:10,3,1,7,2,1
869,332,2025-02-20 15:23:10,2025-02-20 15:23:42,1,0,8,3,1
870,336,2025-02-20 15:23:23,2025-02-20 15:23:57,8,1,18,6,1
871,332,2025-02-20 15:23:42,2025-02-20 15:24:43,3,0,9,3,1
872,336,2025-02-20 15:23:57,2025-02-20 15:24:59,3,1,19,6,1
873,332,2025-02-20 15:24:43,2025-02-20 15:25:03,4,0,10,3,1
874,336,2025-02-20 15:24:59,2025-02-20 15:25:04,4,1,20,6,1
875,332,2025-02-20 15:25:03,2025-02-20 15:25:46,5,0,11,3,1
876,336,2025-02-20 15:25:04,2025-02-20 15:25:12,-1,-1,21,7,1
877,336,2025-02-20 15:25:12,2025-02-20 15:25:22,-1,2,22,8,1
878,336,2025-02-20 15:25:22,2025-02-20 15:25:41,0,0,23,0,1
879,323,2025-02-20 15:25:41,2025-02-20 15:25:56,0,0,0,0,1
880,332,2025-02-20 15:25:46,2025-02-20 15:26:31,3,1,12,4,1
881,323,2025-02-20 15:25:56,2025-02-20 15:26:36,1,0,1,1,1
882,332,2025-02-20 15:26:31,2025-02-20 15:26:40,4,1,13,4,1
883,323,2025-02-20 15:26:36,2025-02-20 15:27:32,2,0,2,1,1
884,332,2025-02-20 15:26:40,2025-02-20 15:27:10,1,0,14,5,1
885,332,2025-02-20 15:27:10,2025-02-20 15:28:31,1,0,15,5,1
886,323,2025-02-20 15:27:32,2025-02-20 15:27:46,2,0,3,1,1
887,323,2025-02-20 15:27:46,2025-02-20 15:28:29,2,0,4,1,1
888,323,2025-02-20 15:28:29,2025-02-20 15:29:26,2,0,5,1,1
889,332,2025-02-20 15:28:31,2025-02-20 15:28:48,6,0,16,5,1
890,332,2025-02-20 15:28:48,2025-02-20 15:29:13,7,1,17,6,1
891,332,2025-02-20 15:29:13,2025-02-20 15:29:47,8,1,18,6,1
892,323,2025-02-20 15:29:26,2025-02-20 15:30:04,2,0,6,1,1
893,332,2025-02-20 15:29:47,2025-02-20 15:30:49,3,1,19,6,1
894,323,2025-02-20 15:30:04,2025-02-20 15:30:06,3,1,7,2,1
895,323,2025-02-20 15:30:06,2025-02-20 15:30:38,1,0,8,3,1
896,323,2025-02-20 15:30:38,2025-02-20 15:31:39,3,0,9,3,1
897,332,2025-02-20 15:30:49,2025-02-20 15:30:54,4,1,20,6,1
898,332,2025-02-20 15:30:54,2025-02-20 15:31:02,-1,-1,21,7,1
899,332,2025-02-20 15:31:02,2025-02-20 15:31:12,-1,2,22,8,1
900,332,2025-02-20 15:31:12,2025-02-20 15:31:31,0,0,23,0,1
901,327,2025-02-20 15:31:31,2025-02-20 15:31:46,0,0,0,0,1
902,323,2025-02-20 15:31:39,2025-02-20 15:31:59,4,0,10,3,1
903,327,2025-02-20 15:31:46,2025-02-20 15:32:26,1,0,1,1,1
904,323,2025-02-20 15:31:59,2025-02-20 15:32:42,5,0,11,3,1
905,327,2025-02-20 15:32:26,2025-02-20 15:33:22,2,0,2,1,1
906,323,2025-02-20 15:32:42,2025-02-20 15:33:27,3,1,12,4,1
907,327,2025-02-20 15:33:22,2025-02-20 15:33:36,2,0,3,1,1
908,323,2025-02-20 15:33:27,2025-02-20 15:33:36,4,1,13,4,1
